,season,player_id,player_name,position,team,conference,overall_incl_gt,pass_incl_gt,rush_incl_gt,firstDown_incl_gt,secondDown_incl_gt,thirdDown_incl_gt,standardDowns_incl_gt,passingDowns_incl_gt,overall_excl_gt,pass_excl_gt,rush_excl_gt,firstDown_excl_gt,secondDown_excl_gt,thirdDown_excl_gt,standardDowns_excl_gt,passingDowns_excl_gt,last_updated
939,2019,4256218,Zak Simon,WR,UMass,FBS Independents,0.0452,0.0909,0.0,0.0452,0.025,0.082,0.041,0.052,0.0452,0.0909,0.0,0.0452,0.025,0.082,0.041,0.052,2019-11-12 22:50:18
940,2019,4379399,James Cook,RB,Georgia,SEC,0.0452,0.0424,0.0475,0.0526,0.057,0.01,0.052,0.027,0.0452,0.0424,0.0475,0.0526,0.057,0.01,0.052,0.027,2019-11-12 22:50:18
941,2019,3910415,Damian King,WR,Liberty,FBS Independents,0.0452,0.0783,0.0,0.028,0.061,0.069,0.034,0.074,0.0452,0.0783,0.0,0.028,0.061,0.069,0.034,0.074,2019-11-12 22:50:18
942,2019,4362503,Dee Wiggins,WR,Miami,ACC,0.045,0.0691,0.0123,0.0481,0.039,0.054,0.04,0.054,0.045,0.0691,0.0123,0.0481,0.039,0.054,0.04,0.054,2019-11-12 22:50:18
943,2019,4040771,John Raine,TE,Florida Atlantic,Conference USA,0.045,0.0811,0.0065,0.0278,0.043,0.083,0.042,0.051,0.045,0.0811,0.0065,0.0278,0.043,0.083,0.042,0.051,2019-11-12 22:50:18
944,2019,4239405,Darius Pinnix,RB,East Carolina,American Athletic,0.0447,0.0093,0.0831,0.0588,0.043,0.016,0.058,0.022,0.0447,0.0093,0.0831,0.0588,0.043,0.016,0.058,0.022,2019-11-12 22:50:18
945,2019,3915803,Quin Jernighan,WR,Western Kentucky,Conference USA,0.0447,0.0822,0.0,0.0311,0.057,0.044,0.031,0.074,0.0447,0.0822,0.0,0.0311,0.057,0.044,0.031,0.074,2019-11-12 22:50:18
946,2019,4372368,T.K. Wilkerson,RB,Tulsa,American Athletic,0.0446,0.0053,0.0831,0.0313,0.043,0.071,0.056,0.027,0.0446,0.0053,0.0831,0.0313,0.043,0.071,0.056,0.027,2019-11-12 22:50:18
947,2019,4258195,Donovan Peoples-Jones,WR,Michigan,Big Ten,0.0446,0.0958,0.0034,0.0372,0.045,0.058,0.032,0.075,0.0446,0.0958,0.0034,0.0372,0.045,0.058,0.032,0.075,2019-11-12 22:50:18
948,2019,3931426,Cedric Peterson,WR,Arizona,Pac-12,0.0445,0.0863,0.0,0.04,0.041,0.063,0.035,0.064,0.0445,0.0863,0.0,0.04,0.041,0.063,0.035,0.064,2019-11-12 22:50:18
949,2019,4249422,Malik Stanley,WR,Louisiana Tech,Conference USA,0.0444,0.083,0.0,0.0363,0.064,0.032,0.033,0.07,0.0444,0.083,0.0,0.0363,0.064,0.032,0.033,0.07,2019-11-12 22:50:18
950,2019,4240481,Jerry Howard,RB,Georgia Tech,ACC,0.0443,0.0194,0.0619,0.0688,0.031,0.019,0.057,0.022,0.0443,0.0194,0.0619,0.0688,0.031,0.019,0.057,0.022,2019-11-12 22:50:18
951,2019,4372016,Jaylen Waddle,WR,Alabama,SEC,0.0443,0.0734,0.0052,0.0448,0.036,0.061,0.042,0.05,0.0443,0.0734,0.0052,0.0448,0.036,0.061,0.042,0.05,2019-11-12 22:50:18
952,2019,4361262,JJ Jefferson,WR,Northwestern,Big Ten,0.0442,0.0929,0.0,0.0556,0.027,0.053,0.043,0.046,0.0442,0.0929,0.0,0.0556,0.027,0.053,0.043,0.046,2019-11-12 22:50:18
953,2019,4360635,Chigoziem Okonkwo,TE,Maryland,Big Ten,0.0442,0.0868,0.0,0.0324,0.051,0.063,0.044,0.045,0.0442,0.0868,0.0,0.0324,0.051,0.063,0.044,0.045,2019-11-12 22:50:18
954,2019,4255988,B.J. Baylor,RB,Oregon State,Pac-12,0.0442,0.0034,0.0909,0.0247,0.061,0.057,0.057,0.017,0.0442,0.0034,0.0909,0.0247,0.061,0.057,0.057,0.017,2019-11-12 22:50:18
955,2019,4427596,Steve Jenkins,WR,UNLV,Mountain West,0.0441,0.0846,0.0038,0.0405,0.054,0.045,0.038,0.056,0.0441,0.0846,0.0038,0.0405,0.054,0.045,0.038,0.056,2019-11-12 22:50:18
956,2019,4261657,Noah Bean,TE,UNLV,Mountain West,0.0441,0.0846,0.0038,0.0631,0.024,0.045,0.047,0.039,0.0441,0.0846,0.0038,0.0631,0.024,0.045,0.047,0.039,2019-11-12 22:50:18
957,2019,4039388,Anselem Umeh,WR,New Mexico,Mountain West,0.044,0.098,0.0,0.0382,0.051,0.051,0.043,0.046,0.044,0.098,0.0,0.0382,0.051,0.051,0.043,0.046,2019-11-12 22:50:18
958,2019,3921953,Spencer Tears,WR,Northern Illinois,Mid-American,0.044,0.0822,0.0,0.0519,0.033,0.05,0.038,0.055,0.044,0.0822,0.0,0.0519,0.033,0.05,0.038,0.055,2019-11-12 22:50:18
959,2019,4035670,Devonta'e Henry-Cole,RB,Utah,Pac-12,0.0439,0.0104,0.0647,0.0596,0.038,0.021,0.047,0.036,0.0439,0.0104,0.0647,0.0596,0.038,0.021,0.047,0.036,2019-11-12 22:50:18
960,2019,4039115,Ryan Luehrman,TE,Ohio,Mid-American,0.0438,0.1007,0.0,0.0464,0.025,0.061,0.033,0.07,0.0438,0.1007,0.0,0.0464,0.025,0.061,0.033,0.07,2019-11-12 22:50:18
961,2019,3916927,Will Hastings,WR,Auburn,SEC,0.0438,0.1008,0.0,0.036,0.055,0.042,0.03,0.075,0.0438,0.1008,0.0,0.036,0.055,0.042,0.03,0.075,2019-11-12 22:50:18
962,2019,4242355,Jake Ferguson,TE,Wisconsin,Big Ten,0.0438,0.1141,0.0,0.0275,0.039,0.082,0.028,0.086,0.0438,0.1141,0.0,0.0275,0.039,0.082,0.028,0.086,2019-11-12 22:50:18
963,2019,4360083,Tavion Thomas,RB,Cincinnati,American Athletic,0.0436,0.0,0.0747,0.0413,0.065,0.018,0.047,0.036,0.0436,0.0,0.0747,0.0413,0.065,0.018,0.047,0.036,2019-11-12 22:50:18
964,2019,3863893,Kanawai Noa,WR,Nebraska,Big Ten,0.0435,0.1053,0.0,0.0494,0.028,0.05,0.039,0.052,0.0435,0.1053,0.0,0.0494,0.028,0.05,0.039,0.052,2019-11-12 22:50:18
965,2019,4034862,Jack Stoll,TE,Nebraska,Big Ten,0.0435,0.1009,0.0031,0.0247,0.062,0.05,0.032,0.07,0.0435,0.1009,0.0031,0.0247,0.062,0.05,0.032,0.07,2019-11-12 22:50:18
966,2019,4361802,Cameron Carroll,RB,Tulane,American Athletic,0.0432,0.0051,0.0675,0.0486,0.043,0.011,0.051,0.022,0.0432,0.0051,0.0675,0.0486,0.043,0.011,0.051,0.022,2019-11-12 22:50:18
967,2019,4568406,Calvin Hill,RB,Texas State,Sun Belt,0.043,0.0181,0.0843,0.0576,0.048,0.01,0.045,0.04,0.043,0.0181,0.0843,0.0576,0.048,0.01,0.045,0.04,2019-11-12 22:50:18
968,2019,4249535,Donny Navarro,WR,Illinois,Big Ten,0.0426,0.0873,0.0032,0.0426,0.035,0.056,0.034,0.059,0.0426,0.0873,0.0032,0.0426,0.035,0.056,0.034,0.059,2019-11-12 22:50:18
969,2019,4243319,Terrell Bynum,WR,Washington,Pac-12,0.0423,0.0791,0.0033,0.0255,0.044,0.07,0.03,0.072,0.0423,0.0791,0.0033,0.0255,0.044,0.07,0.03,0.072,2019-11-12 22:50:18
970,2019,4361474,Naveon Mitchell,RB,New Mexico State,FBS Independents,0.0423,0.0651,0.0053,0.0507,0.018,0.059,0.05,0.029,0.0423,0.0651,0.0053,0.0507,0.018,0.059,0.05,0.029,2019-11-12 22:50:18
971,2019,3916367,Nahshon Ellerbe,RB,Rice,Conference USA,0.0422,0.0042,0.0769,0.0616,0.032,0.026,0.054,0.022,0.0422,0.0042,0.0769,0.0616,0.032,0.026,0.054,0.022,2019-11-12 22:50:18
972,2019,4240861,Dalton Keene,TE,Virginia Tech,ACC,0.0422,0.0697,0.023,0.034,0.071,0.016,0.042,0.042,0.0422,0.0697,0.023,0.034,0.071,0.016,0.042,0.042,2019-11-12 22:50:18
973,2019,4035106,Dawson Downing,RB,Missouri,SEC,0.042,0.0198,0.0625,0.0546,0.039,0.02,0.052,0.019,0.042,0.0198,0.0625,0.0546,0.039,0.02,0.052,0.019,2019-11-12 22:50:18
974,2019,4569452,Winston Wright,WR,West Virginia,Big 12,0.042,0.0646,0.005,0.0625,0.041,0.009,0.053,0.025,0.042,0.0646,0.005,0.0625,0.041,0.009,0.053,0.025,2019-11-12 22:50:18
975,2019,4240033,Ontaria Wilson,WR,Florida State,ACC,0.042,0.078,0.0,0.0364,0.042,0.058,0.041,0.044,0.042,0.078,0.0,0.0364,0.042,0.058,0.041,0.044,2019-11-12 22:50:18
976,2019,4361014,Brant Kuithe,TE,Utah,Pac-12,0.0419,0.1042,0.0032,0.0426,0.038,0.053,0.047,0.029,0.0419,0.1042,0.0032,0.0426,0.038,0.053,0.047,0.029,2019-11-12 22:50:18
977,2019,4362340,Woody Barrett,QB,Kent State,Mid-American,0.0417,0.0605,0.025,0.0267,0.04,0.067,0.034,0.058,0.0417,0.0605,0.025,0.0267,0.04,0.067,0.034,0.058,2019-11-12 22:50:18
978,2019,4051242,Justice Shelton-Mosley,WR,Vanderbilt,SEC,0.0416,0.0608,0.0184,0.0526,0.026,0.046,0.039,0.046,0.0416,0.0608,0.0184,0.0526,0.026,0.046,0.039,0.046,2019-11-12 22:50:18
979,2019,4430482,Joshua Simon,TE,Western Kentucky,Conference USA,0.0416,0.0765,0.0,0.045,0.038,0.044,0.043,0.039,0.0416,0.0765,0.0,0.045,0.038,0.044,0.043,0.039,2019-11-12 22:50:18
980,2019,4037118,Mo Hasan,QB,Vanderbilt,SEC,0.0416,0.0456,0.0369,0.0431,0.032,0.055,0.039,0.046,0.0416,0.0456,0.0369,0.0431,0.032,0.055,0.039,0.046,2019-11-12 22:50:18
981,2019,4240133,Dustin Burkhart,WR,Akron,Mid-American,0.0415,0.0621,0.0054,0.061,0.031,0.018,0.055,0.02,0.0415,0.0621,0.0054,0.061,0.031,0.018,0.055,0.02,2019-11-12 22:50:18
982,2019,3916166,Joey Magnifico,TE,Memphis,American Athletic,0.0415,0.0857,0.0,0.039,0.037,0.042,0.043,0.038,0.0415,0.0857,0.0,0.039,0.037,0.042,0.043,0.038,2019-11-12 22:50:18
983,2019,4567470,Jsi Hatfield,WR,East Carolina,American Athletic,0.0415,0.0525,0.0299,0.0519,0.019,0.056,0.048,0.031,0.0415,0.0525,0.0299,0.0519,0.019,0.056,0.048,0.031,2019-11-12 22:50:18
984,2019,4245639,Stanley Berryhill III,WR,Arizona,Pac-12,0.0412,0.0799,0.0,0.0327,0.025,0.087,0.032,0.059,0.0412,0.0799,0.0,0.0327,0.025,0.087,0.032,0.059,2019-11-12 22:50:18
985,2019,4360900,Jason Bean,QB,North Texas,Conference USA,0.0411,0.054,0.0233,0.0338,0.03,0.065,0.036,0.051,0.0411,0.054,0.0233,0.0338,0.03,0.065,0.036,0.051,2019-11-12 22:50:18
986,2019,4044534,Sadiq Palmer,WR,UMass,FBS Independents,0.0411,0.0826,0.0,0.0553,0.013,0.055,0.048,0.029,0.0411,0.0826,0.0,0.0553,0.013,0.055,0.048,0.029,2019-11-12 22:50:18
987,2019,4036448,Jalen Virgil,WR,Appalachian State,Sun Belt,0.0411,0.0711,0.0187,0.0372,0.057,0.025,0.034,0.058,0.0411,0.0711,0.0187,0.0372,0.057,0.025,0.034,0.058,2019-11-12 22:50:18
988,2019,4244300,Dominique Robinson,WR,Miami (OH),Mid-American,0.0411,0.0901,0.0,0.0461,0.043,0.033,0.036,0.049,0.0411,0.0901,0.0,0.0461,0.043,0.033,0.036,0.049,2019-11-12 22:50:18
989,2019,4379608,Bryce Miller,WR,South Florida,American Athletic,0.041,0.0815,0.0,0.041,0.045,0.038,0.042,0.038,0.041,0.0815,0.0,0.041,0.045,0.038,0.042,0.038,2019-11-12 22:50:18
990,2019,4362430,Taye Barber,WR,TCU,Big 12,0.0408,0.0814,0.0031,0.0448,0.029,0.053,0.038,0.047,0.0408,0.0814,0.0031,0.0448,0.029,0.053,0.038,0.047,2019-11-12 22:50:18
991,2019,4035493,Nate Craig-Myers,WR,Colorado State,Mountain West,0.0407,0.0729,0.0,0.0562,0.016,0.042,0.043,0.037,0.0407,0.0729,0.0,0.0562,0.016,0.042,0.043,0.037,2019-11-12 22:50:18
992,2019,4241954,Matt Dotson,TE,Michigan State,Big Ten,0.0407,0.0769,0.0,0.0313,0.057,0.041,0.035,0.051,0.0407,0.0769,0.0,0.0313,0.057,0.041,0.035,0.051,2019-11-12 22:50:18
993,2019,3915836,Donta Thompson,TE,Texas Tech,Big 12,0.0406,0.0694,0.0037,0.0285,0.054,0.052,0.03,0.065,0.0406,0.0694,0.0037,0.0285,0.054,0.052,0.03,0.065,2019-11-12 22:50:18
994,2019,4241602,McLane Mannix,WR,Texas Tech,Big 12,0.0406,0.0665,0.0074,0.0285,0.044,0.06,0.028,0.071,0.0406,0.0665,0.0074,0.0285,0.044,0.06,0.028,0.071,2019-11-12 22:50:18
995,2019,4428651,Broc Thompson,WR,Marshall,Conference USA,0.0406,0.0853,0.0,0.037,0.051,0.026,0.033,0.058,0.0406,0.0853,0.0,0.037,0.051,0.026,0.033,0.058,2019-11-12 22:50:18
996,2019,4062810,Chandler Smith,RB,Houston,American Athletic,0.0404,0.0156,0.0611,0.031,0.071,0.017,0.037,0.047,0.0404,0.0156,0.0611,0.031,0.071,0.017,0.037,0.047,2019-11-12 22:50:18
997,2019,3921979,Marcus Jones,RB,Northern Illinois,Mid-American,0.0404,0.0479,0.0316,0.0346,0.044,0.05,0.032,0.055,0.0404,0.0479,0.0316,0.0346,0.044,0.05,0.032,0.055,2019-11-12 22:50:18
998,2019,4035996,Seth Dawkins,WR,Louisville,ACC,0.0404,0.0987,0.0,0.0287,0.051,0.046,0.031,0.059,0.0404,0.0987,0.0,0.0287,0.051,0.046,0.031,0.059,2019-11-12 22:50:18
999,2019,4374147,Derrick Deese Jr.,TE,San José State,Mountain West,0.0403,0.0623,0.0,0.0389,0.029,0.057,0.044,0.034,0.0403,0.0623,0.0,0.0389,0.029,0.057,0.044,0.034,2019-11-12 22:50:18
1000,2019,3128359,Chris Platt,WR,Baylor,Big 12,0.0403,0.0645,0.015,0.0498,0.022,0.041,0.035,0.053,0.0403,0.0645,0.015,0.0498,0.022,0.041,0.035,0.053,2019-11-12 22:50:18
1001,2019,4373016,Josh Fleeks,WR,Baylor,Big 12,0.0403,0.0645,0.015,0.0421,0.039,0.041,0.04,0.041,0.0403,0.0645,0.015,0.0421,0.039,0.041,0.04,0.041,2019-11-12 22:50:18
1002,2019,3919558,Jack Freudenthal,TE,Wake Forest,ACC,0.0402,0.0801,0.0,0.0328,0.05,0.043,0.04,0.041,0.0402,0.0801,0.0,0.0328,0.05,0.043,0.04,0.041,2019-11-12 22:50:18
1003,2019,3933311,Darren Woods Jr.,WR,UNLV,Mountain West,0.0402,0.0808,0.0,0.045,0.03,0.036,0.035,0.05,0.0402,0.0808,0.0,0.045,0.03,0.036,0.035,0.05,2019-11-12 22:50:18
1004,2019,4429562,Micaleous Elder,WR,Charlotte,Conference USA,0.0402,0.0876,0.0031,0.0365,0.038,0.059,0.037,0.049,0.0402,0.0876,0.0031,0.0365,0.038,0.059,0.037,0.049,2019-11-12 22:50:18
1005,2019,4030390,Ky'Jon Tyler,WR,Coastal Carolina,Sun Belt,0.0401,0.0776,0.0103,0.0381,0.041,0.029,0.04,0.039,0.0401,0.0776,0.0103,0.0381,0.041,0.029,0.04,0.039,2019-11-12 22:50:18
1006,2019,4430123,TJ McDaniel,RB,SMU,American Athletic,0.0401,0.0078,0.0742,0.0392,0.053,0.027,0.046,0.027,0.0401,0.0078,0.0742,0.0392,0.053,0.027,0.046,0.027,2019-11-12 22:50:18
1007,2019,4569173,Rhamondre Stevenson,RB,Oklahoma,Big 12,0.04,0.0048,0.07,0.0598,0.028,0.0,0.045,0.025,0.04,0.0048,0.07,0.0598,0.028,0.0,0.045,0.025,2019-11-12 22:50:18
1008,2019,4239135,Jay Rose,TE,Connecticut,American Athletic,0.0399,0.0791,0.0,0.0495,0.03,0.04,0.043,0.034,0.0399,0.0791,0.0,0.0495,0.03,0.04,0.043,0.034,2019-11-12 22:50:18
1009,2019,4035776,Kendric Pryor,WR,Wisconsin,Big Ten,0.0397,0.0924,0.0068,0.0229,0.085,0.01,0.028,0.07,0.0397,0.0924,0.0068,0.0229,0.085,0.01,0.028,0.07,2019-11-12 22:50:18
1010,2019,4243485,Steven Williams,WR,Old Dominion,Conference USA,0.0395,0.0777,0.0,0.037,0.043,0.03,0.044,0.032,0.0395,0.0777,0.0,0.037,0.043,0.03,0.044,0.032,2019-11-12 22:50:18
1011,2019,4362862,Josh Vann,WR,South Carolina,SEC,0.0394,0.067,0.0034,0.0241,0.058,0.041,0.03,0.059,0.0394,0.067,0.0034,0.0241,0.058,0.041,0.03,0.059,2019-11-12 22:50:18
1012,2019,4243928,Jaetavian Toles,WR,Tulane,American Athletic,0.0393,0.101,0.0,0.0162,0.025,0.133,0.019,0.094,0.0393,0.101,0.0,0.0162,0.025,0.133,0.019,0.094,2019-11-12 22:50:18
1013,2019,4362442,Pro Wells,TE,TCU,Big 12,0.0392,0.0814,0.0,0.0187,0.039,0.083,0.028,0.063,0.0392,0.0814,0.0,0.0187,0.039,0.083,0.028,0.063,2019-11-12 22:50:18
1014,2019,4260777,Alan Busey,WR,UTEP,Conference USA,0.0392,0.086,0.0,0.0326,0.033,0.067,0.025,0.068,0.0392,0.086,0.0,0.0326,0.033,0.067,0.025,0.068,2019-11-12 22:50:18
1015,2019,3929786,Donavan Hale,WR,Indiana,Big Ten,0.0391,0.069,0.0,0.0405,0.024,0.065,0.03,0.061,0.0391,0.069,0.0,0.0405,0.024,0.065,0.03,0.061,2019-11-12 22:50:18
1016,2019,4369840,Dominick Wood-Anderson,TE,Tennessee,SEC,0.0391,0.0772,0.0034,0.0367,0.053,0.025,0.035,0.047,0.0391,0.0772,0.0034,0.0367,0.053,0.025,0.035,0.047,2019-11-12 22:50:18
1017,2019,4048228,John Bates,TE,Boise State,Mountain West,0.039,0.0759,0.0,0.0257,0.061,0.035,0.026,0.071,0.039,0.0759,0.0,0.0257,0.061,0.035,0.026,0.071,2019-11-12 22:50:18
1018,2019,4361988,James Mitchell,TE,Virginia Tech,ACC,0.0389,0.0779,0.0115,0.0415,0.036,0.04,0.045,0.026,0.0389,0.0779,0.0115,0.0415,0.036,0.04,0.045,0.026,2019-11-12 22:50:18
1019,2019,4035638,Jesse Brown,RB,Northwestern,Big Ten,0.0389,0.0186,0.0574,0.0427,0.038,0.038,0.043,0.032,0.0389,0.0186,0.0574,0.0427,0.038,0.038,0.043,0.032,2019-11-12 22:50:18
1020,2019,4382468,La'Darius Jefferson,RB,Michigan State,Big Ten,0.0389,0.0167,0.0639,0.0391,0.034,0.041,0.041,0.036,0.0389,0.0167,0.0639,0.0391,0.034,0.041,0.041,0.036,2019-11-12 22:50:18
1021,2019,4570239,Isaiah Holiness,WR,San José State,Mountain West,0.0387,0.0424,0.0321,0.0495,0.044,0.008,0.046,0.024,0.0387,0.0424,0.0321,0.0495,0.044,0.008,0.046,0.024,2019-11-12 22:50:18
1022,2019,4036475,Brandon Bowling,WR,Arkansas State,Sun Belt,0.0386,0.0712,0.0,0.035,0.033,0.051,0.035,0.046,0.0386,0.0712,0.0,0.035,0.033,0.051,0.035,0.046,2019-11-12 22:50:18
1023,2019,4569522,Ryan Graham,RB,Arkansas State,Sun Belt,0.0386,0.0032,0.0805,0.0389,0.056,0.017,0.045,0.026,0.0386,0.0032,0.0805,0.0389,0.056,0.017,0.045,0.026,2019-11-12 22:50:18
1024,2019,4365322,Isaiah Phillips,RB,Louisiana Monroe,Sun Belt,0.0383,0.014,0.0601,0.0331,0.058,0.025,0.034,0.048,0.0383,0.014,0.0601,0.0331,0.058,0.025,0.034,0.048,2019-11-12 22:50:18
1025,2019,4360575,Malachi Carter,WR,Georgia Tech,ACC,0.0382,0.0922,0.0,0.0367,0.031,0.056,0.032,0.049,0.0382,0.0922,0.0,0.0367,0.031,0.056,0.032,0.049,2019-11-12 22:50:18
1026,2019,4362555,August Pitre III,WR,Rice,Conference USA,0.0382,0.0798,0.0,0.0379,0.038,0.035,0.041,0.033,0.0382,0.0798,0.0,0.0379,0.038,0.035,0.041,0.033,2019-11-12 22:50:18
1027,2019,4240506,Adonicas Sanders,WR,Georgia Tech,ACC,0.0382,0.0922,0.0,0.0413,0.038,0.037,0.035,0.044,0.0382,0.0922,0.0,0.0413,0.038,0.037,0.035,0.044,2019-11-12 22:50:18
1028,2019,4362538,Juma Otoviano,RB,Rice,Conference USA,0.0382,0.0084,0.0654,0.0664,0.019,0.017,0.044,0.027,0.0382,0.0084,0.0654,0.0664,0.019,0.017,0.044,0.027,2019-11-12 22:50:18
1029,2019,4426333,John Emery Jr.,RB,LSU,SEC,0.0379,0.0167,0.0661,0.037,0.049,0.022,0.041,0.025,0.0379,0.0167,0.0661,0.037,0.049,0.022,0.041,0.025,2019-11-12 22:50:18
1030,2019,4245699,Nathan Tilford,RB,Arizona,Pac-12,0.0379,0.0032,0.0748,0.0436,0.041,0.016,0.052,0.01,0.0379,0.0032,0.0748,0.0436,0.041,0.016,0.052,0.01,2019-11-12 22:50:18
1031,2019,4367186,Chase Cota,WR,UCLA,Pac-12,0.0378,0.0803,0.0,0.0394,0.024,0.063,0.032,0.051,0.0378,0.0803,0.0,0.0394,0.024,0.063,0.032,0.051,2019-11-12 22:50:18
1032,2019,3122413,Nick Basquine,WR,Oklahoma,Big 12,0.0378,0.0821,0.0,0.0256,0.056,0.043,0.027,0.068,0.0378,0.0821,0.0,0.0256,0.056,0.043,0.027,0.068,2019-11-12 22:50:18
1033,2019,4035018,Tyler Simmons,WR,Georgia,SEC,0.0377,0.0551,0.0237,0.0324,0.046,0.038,0.036,0.041,0.0377,0.0551,0.0237,0.0324,0.046,0.038,0.036,0.041,2019-11-12 22:50:18
1034,2019,4362308,Jerome Buckner,WR,Ohio,Mid-American,0.0375,0.0827,0.0028,0.0265,0.04,0.061,0.026,0.065,0.0375,0.0827,0.0028,0.0265,0.04,0.061,0.026,0.065,2019-11-12 22:50:18
1035,2019,4239969,Benjamin Waters,WR,Air Force,Mountain West,0.0375,0.1705,0.0112,0.0244,0.066,0.021,0.027,0.075,0.0375,0.1705,0.0112,0.0244,0.066,0.021,0.027,0.075,2019-11-12 22:50:18
1036,2019,3935018,Ahmad Wagner,WR,Kentucky,SEC,0.0375,0.0959,0.0,0.0203,0.022,0.105,0.024,0.065,0.0375,0.0959,0.0,0.0203,0.022,0.105,0.024,0.065,2019-11-12 22:50:18
1037,2019,4360716,Joshua Stoner,RB,Air Force,Mountain West,0.0375,0.0114,0.0427,0.0122,0.071,0.043,0.024,0.083,0.0375,0.0114,0.0427,0.0122,0.071,0.043,0.024,0.083,2019-11-12 22:50:18
1038,2019,4243331,Cade Otton,TE,Washington,Pac-12,0.0374,0.0696,0.0033,0.0401,0.025,0.061,0.03,0.055,0.0374,0.0696,0.0033,0.0401,0.025,0.061,0.03,0.055,2019-11-12 22:50:18
1039,2019,4361280,EJ Scott,WR,Colorado State,Mountain West,0.0373,0.0608,0.0077,0.0412,0.041,0.025,0.035,0.042,0.0373,0.0608,0.0077,0.0412,0.041,0.025,0.035,0.042,2019-11-12 22:50:18
1040,2019,4249423,Davyn Flenord,WR,South Alabama,Sun Belt,0.0372,0.0918,0.0,0.0483,0.019,0.036,0.035,0.041,0.0372,0.0918,0.0,0.0483,0.019,0.036,0.035,0.041,2019-11-12 22:50:18
1041,2019,4035651,Ramaud Chiaokhiao-Bowman,WR,Northwestern,Big Ten,0.0372,0.0781,0.0,0.0214,0.038,0.069,0.026,0.056,0.0372,0.0781,0.0,0.0214,0.038,0.069,0.026,0.056,2019-11-12 22:50:18
1042,2019,4040623,Austin Mack,WR,Ohio State,Big Ten,0.0372,0.0821,0.0,0.0522,0.02,0.027,0.04,0.031,0.0372,0.0821,0.0,0.0522,0.02,0.027,0.04,0.031,2019-11-12 22:50:18
1043,2019,4044520,Brennon Dingle,WR,UMass,FBS Independents,0.037,0.0661,0.0082,0.0251,0.056,0.036,0.029,0.052,0.037,0.0661,0.0082,0.0251,0.056,0.036,0.029,0.052,2019-11-12 22:50:18
1044,2019,4372765,C'Bo Flemister,RB,Notre Dame,FBS Independents,0.0369,0.0073,0.0702,0.0482,0.036,0.018,0.047,0.017,0.0369,0.0073,0.0702,0.0482,0.036,0.018,0.047,0.017,2019-11-12 22:50:18
1045,2019,4572455,Jake Smith,WR,Texas,Big 12,0.0369,0.0619,0.007,0.0387,0.04,0.024,0.04,0.03,0.0369,0.0619,0.007,0.0387,0.04,0.024,0.04,0.03,2019-11-12 22:50:18
1046,2019,4567476,Logan Holgorsen,QB,Houston,American Athletic,0.0369,0.0739,0.0064,0.0271,0.038,0.06,0.024,0.063,0.0369,0.0739,0.0064,0.0271,0.038,0.06,0.024,0.063,2019-11-12 22:50:18
1047,2019,4570491,Jayy McDonald,RB,Middle Tennessee,Conference USA,0.0367,0.0039,0.0723,0.0638,0.013,0.011,0.053,0.0,0.0367,0.0039,0.0723,0.0638,0.013,0.011,0.053,0.0,2019-11-12 22:50:18
1048,2019,4037377,CJ Windham,WR,Middle Tennessee,Conference USA,0.0367,0.0703,0.0,0.0383,0.039,0.032,0.038,0.033,0.0367,0.0703,0.0,0.0383,0.039,0.032,0.038,0.033,2019-11-12 22:50:18
1049,2019,4040846,Zac Lefebvre,TE,Buffalo,Mid-American,0.0365,0.1088,0.0,0.0354,0.031,0.052,0.036,0.037,0.0365,0.1088,0.0,0.0354,0.031,0.052,0.036,0.037,2019-11-12 22:50:18
1050,2019,4044536,Peytton Pickett,RB,Liberty,FBS Independents,0.0365,0.012,0.07,0.028,0.045,0.039,0.044,0.018,0.0365,0.012,0.07,0.028,0.045,0.039,0.044,0.018,2019-11-12 22:50:18
1051,2019,4046519,Kekoa Crawford,WR,California,Pac-12,0.0364,0.0772,0.0,0.0478,0.038,0.016,0.039,0.031,0.0364,0.0772,0.0,0.0478,0.038,0.016,0.039,0.031,2019-11-12 22:50:18
1052,2019,3914240,Tyler Davis,TE,Georgia Tech,ACC,0.0362,0.0874,0.0,0.0413,0.019,0.056,0.041,0.027,0.0362,0.0874,0.0,0.0413,0.019,0.056,0.041,0.027,2019-11-12 22:50:18
1053,2019,4427225,Zakhari Franklin,WR,UT San Antonio,Conference USA,0.0362,0.0826,0.0,0.0369,0.019,0.058,0.034,0.041,0.0362,0.0826,0.0,0.0369,0.019,0.058,0.034,0.041,2019-11-12 22:50:18
1054,2019,4240023,Tre' McKitty,TE,Florida State,ACC,0.036,0.0669,0.0,0.0298,0.009,0.094,0.03,0.048,0.036,0.0669,0.0,0.0298,0.009,0.094,0.03,0.048,2019-11-12 22:50:18
1055,2019,4035847,Melquise Stovall,WR,Hawai'i,Mountain West,0.0359,0.0532,0.0048,0.0496,0.027,0.01,0.038,0.03,0.0359,0.0532,0.0048,0.0496,0.027,0.01,0.038,0.03,2019-11-12 22:50:18
1056,2019,4362310,Shane Hooks,WR,Ohio,Mid-American,0.0359,0.0827,0.0,0.0298,0.035,0.046,0.022,0.07,0.0359,0.0827,0.0,0.0298,0.035,0.046,0.022,0.07,2019-11-12 22:50:18
