,season,player_id,player_name,position,team,conference,overall_incl_gt,pass_incl_gt,rush_incl_gt,firstDown_incl_gt,secondDown_incl_gt,thirdDown_incl_gt,standardDowns_incl_gt,passingDowns_incl_gt,overall_excl_gt,pass_excl_gt,rush_excl_gt,firstDown_excl_gt,secondDown_excl_gt,thirdDown_excl_gt,standardDowns_excl_gt,passingDowns_excl_gt,last_updated
0,2019,4055171,Anthony Gordon,QB,Washington State,Pac-12,0.8094,0.9771,0.1933,0.7726,0.832,0.875,0.785,0.887,0.8094,0.9771,0.1933,0.7726,0.832,0.875,0.785,0.887,2019-11-12 22:50:18
1,2019,3675812,Bryce Perkins,QB,Virginia,ACC,0.7919,0.9918,0.5059,0.7527,0.808,0.855,0.753,0.879,0.7919,0.9918,0.5059,0.7527,0.808,0.855,0.753,0.879,2019-11-12 22:50:18
2,2019,4241635,Josh Adkins,QB,New Mexico State,FBS Independents,0.7117,0.9935,0.254,0.6866,0.667,0.843,0.671,0.787,0.7117,0.9935,0.254,0.6866,0.667,0.843,0.671,0.787,2019-11-12 22:50:18
3,2019,4040715,Jalen Hurts,QB,Oklahoma,Big 12,0.6889,0.9903,0.4321,0.5684,0.769,0.913,0.63,0.856,0.6889,0.9903,0.4321,0.5684,0.769,0.913,0.63,0.856,2019-11-12 22:50:18
4,2019,4374350,Asher O'Hara,QB,Middle Tennessee,Conference USA,0.6864,0.9023,0.4511,0.5915,0.729,0.853,0.628,0.816,0.6864,0.9023,0.4511,0.5915,0.729,0.853,0.628,0.816,2019-11-12 22:50:18
5,2019,4241820,Sam Ehlinger,QB,Texas,Big 12,0.6774,0.9971,0.2958,0.5986,0.657,0.913,0.61,0.822,0.6774,0.9971,0.2958,0.5986,0.657,0.913,0.61,0.822,2019-11-12 22:50:18
6,2019,4039910,Kaleb Barker,QB,Troy,Sun Belt,0.6644,0.9888,0.1841,0.5663,0.717,0.817,0.587,0.904,0.6644,0.9888,0.1841,0.5663,0.717,0.817,0.587,0.904,2019-11-12 22:50:18
7,2019,4240904,Kellen Mond,QB,Texas A&M,SEC,0.6635,1.0,0.2553,0.585,0.724,0.787,0.566,0.901,0.6635,1.0,0.2553,0.585,0.724,0.787,0.566,0.901,2019-11-12 22:50:18
8,2019,4361741,Brock Purdy,QB,Iowa State,Big 12,0.6586,0.9878,0.2332,0.5709,0.694,0.832,0.588,0.848,0.6586,0.9878,0.2332,0.5709,0.694,0.832,0.588,0.848,2019-11-12 22:50:18
9,2019,4046678,Ian Book,QB,Notre Dame,FBS Independents,0.6563,1.0,0.2686,0.557,0.673,0.802,0.584,0.799,0.6563,1.0,0.2686,0.557,0.673,0.802,0.584,0.799,2019-11-12 22:50:18
10,2019,3915511,Joe Burrow,QB,LSU,SEC,0.6534,0.9967,0.2026,0.6519,0.607,0.744,0.612,0.797,0.6534,0.9967,0.2026,0.6519,0.607,0.744,0.612,0.797,2019-11-12 22:50:18
11,2019,3921685,Josh Love,QB,San José State,Mountain West,0.6452,0.9776,0.0367,0.6042,0.598,0.82,0.592,0.75,0.6452,0.9776,0.0367,0.6042,0.598,0.82,0.592,0.75,2019-11-12 22:50:18
12,2019,3917793,Quentin Harris,QB,Duke,ACC,0.637,0.9744,0.2921,0.6535,0.536,0.776,0.596,0.722,0.637,0.9744,0.2921,0.6535,0.536,0.776,0.596,0.722,2019-11-12 22:50:18
13,2019,4259592,Sean Clifford,QB,Penn State,Big Ten,0.6364,0.9922,0.272,0.5153,0.679,0.835,0.558,0.806,0.6364,0.9922,0.272,0.5153,0.679,0.835,0.558,0.806,2019-11-12 22:50:18
14,2019,4036378,Jordan Love,QB,Utah State,Mountain West,0.6329,1.0,0.1612,0.548,0.686,0.752,0.524,0.873,0.6329,1.0,0.1612,0.548,0.686,0.752,0.524,0.873,2019-11-12 22:50:18
15,2019,3914382,J'Mar Smith,QB,Louisiana Tech,Conference USA,0.6313,0.9964,0.2116,0.5565,0.626,0.828,0.548,0.822,0.6313,0.9964,0.2116,0.5565,0.626,0.828,0.548,0.822,2019-11-12 22:50:18
16,2019,4241222,Charlie Brewer,QB,Baylor,Big 12,0.63,0.9892,0.2547,0.5479,0.617,0.887,0.537,0.835,0.63,0.9892,0.2547,0.5479,0.617,0.887,0.537,0.835,2019-11-12 22:50:18
17,2019,4360131,Holton Ahlers,QB,East Carolina,American Athletic,0.6262,0.9969,0.2292,0.5156,0.606,0.921,0.523,0.807,0.6262,0.9969,0.2292,0.5156,0.606,0.921,0.523,0.807,2019-11-12 22:50:18
18,2019,4036585,Caleb Evans,QB,Louisiana Monroe,Sun Belt,0.6173,0.9789,0.2911,0.5515,0.542,0.857,0.558,0.749,0.6173,0.9789,0.2911,0.5515,0.542,0.857,0.558,0.749,2019-11-12 22:50:18
19,2019,4037642,Austin Kendall,QB,West Virginia,Big 12,0.6164,0.9138,0.1307,0.5893,0.564,0.719,0.569,0.691,0.6164,0.9138,0.1307,0.5893,0.564,0.719,0.569,0.691,2019-11-12 22:50:18
20,2019,4242995,Jorge Reyna,QB,Fresno State,Mountain West,0.6122,0.9931,0.2045,0.5308,0.581,0.867,0.545,0.768,0.6122,0.9931,0.2045,0.5308,0.581,0.867,0.545,0.768,2019-11-12 22:50:18
21,2019,3929824,Brian Lewerke,QB,Michigan State,Big Ten,0.6071,0.9632,0.2068,0.5078,0.606,0.86,0.509,0.791,0.6071,0.9632,0.2068,0.5078,0.606,0.86,0.509,0.791,2019-11-12 22:50:18
22,2019,4038220,Cole McDonald,QB,Hawai'i,Mountain West,0.5949,0.8138,0.201,0.6241,0.548,0.596,0.585,0.619,0.5949,0.8138,0.201,0.6241,0.548,0.596,0.585,0.619,2019-11-12 22:50:18
23,2019,4040407,Jack Abraham,QB,Southern Mississippi,Conference USA,0.5899,0.9962,0.16,0.3906,0.704,0.85,0.465,0.834,0.5899,0.9962,0.16,0.3906,0.704,0.85,0.465,0.834,2019-11-12 22:50:18
24,2019,4240391,Tommy DeVito,QB,Syracuse,ACC,0.5896,0.9172,0.1667,0.5223,0.594,0.719,0.529,0.7,0.5896,0.9172,0.1667,0.5223,0.594,0.719,0.529,0.7,2019-11-12 22:50:18
25,2019,4244068,Dustin Crum,QB,Kent State,Mid-American,0.5852,0.9355,0.275,0.5867,0.545,0.642,0.551,0.657,0.5852,0.9355,0.275,0.5867,0.545,0.642,0.551,0.657,2019-11-12 22:50:18
26,2019,4036149,Nathan Stanley,QB,Iowa,Big Ten,0.5844,1.0,0.117,0.459,0.602,0.785,0.514,0.753,0.5844,1.0,0.117,0.459,0.602,0.785,0.514,0.753,2019-11-12 22:50:18
27,2019,4029885,Stephen Calvert,QB,Liberty,FBS Independents,0.5843,0.9759,0.0494,0.5245,0.57,0.765,0.505,0.785,0.5843,0.9759,0.0494,0.5245,0.57,0.765,0.505,0.785,2019-11-12 22:50:18
28,2019,4039073,Mason Fine,QB,North Texas,Conference USA,0.578,0.946,0.0739,0.515,0.555,0.766,0.518,0.702,0.578,0.946,0.0739,0.515,0.555,0.766,0.518,0.702,2019-11-12 22:50:18
29,2019,4362887,Justin Fields,QB,Ohio State,Big Ten,0.5777,0.9903,0.2369,0.5217,0.584,0.72,0.523,0.715,0.5777,0.9903,0.2369,0.5217,0.584,0.72,0.523,0.715,2019-11-12 22:50:18
30,2019,4360310,Trevor Lawrence,QB,Clemson,ACC,0.5776,0.9749,0.1885,0.4752,0.602,0.842,0.49,0.842,0.5776,0.9749,0.1885,0.4752,0.602,0.842,0.49,0.842,2019-11-12 22:50:18
31,2019,3915436,Steven Montez,QB,Colorado,Pac-12,0.569,0.9942,0.1076,0.4793,0.567,0.777,0.487,0.775,0.569,0.9942,0.1076,0.4793,0.567,0.777,0.487,0.775,2019-11-12 22:50:18
32,2019,4426875,Sam Howell,QB,North Carolina,ACC,0.5657,0.9875,0.1503,0.4896,0.563,0.735,0.48,0.726,0.5657,0.9875,0.1503,0.4896,0.563,0.735,0.48,0.726,2019-11-12 22:50:18
33,2019,4241399,Chris Robison,QB,Florida Atlantic,Conference USA,0.5652,0.97,0.1323,0.5069,0.55,0.722,0.482,0.709,0.5652,0.97,0.1323,0.5069,0.55,0.722,0.482,0.709,2019-11-12 22:50:18
34,2019,4259269,Chris Reynolds,QB,Charlotte,Conference USA,0.5629,0.9442,0.2648,0.4672,0.641,0.657,0.506,0.706,0.5629,0.9442,0.2648,0.4672,0.641,0.657,0.506,0.706,2019-11-12 22:50:18
35,2019,4261909,Isaiah Green,QB,Marshall,Conference USA,0.5627,0.9612,0.2007,0.4979,0.597,0.661,0.493,0.711,0.5627,0.9612,0.2007,0.4979,0.597,0.661,0.493,0.711,2019-11-12 22:50:18
36,2019,3917957,Carter Stanley,QB,Kansas,Big 12,0.5583,0.9876,0.1411,0.4727,0.5,0.835,0.491,0.693,0.5583,0.9876,0.1411,0.4727,0.5,0.835,0.491,0.693,2019-11-12 22:50:18
37,2019,3124900,Jake Luton,QB,Oregon State,Pac-12,0.558,0.9931,0.0593,0.5473,0.489,0.686,0.485,0.715,0.558,0.9931,0.0593,0.5473,0.489,0.686,0.485,0.715,2019-11-12 22:50:18
38,2019,4039210,Drew Plitt,QB,Ball State,Mid-American,0.5578,1.0,0.1438,0.4803,0.49,0.821,0.492,0.713,0.5578,1.0,0.1438,0.4803,0.49,0.821,0.492,0.713,2019-11-12 22:50:18
39,2019,4240703,Kenny Pickett,QB,Pittsburgh,ACC,0.5574,0.8973,0.1267,0.5018,0.5,0.748,0.483,0.697,0.5574,0.8973,0.1267,0.5018,0.5,0.748,0.483,0.697,2019-11-12 22:50:18
40,2019,4037213,Jamie Newman,QB,Wake Forest,ACC,0.5551,0.8398,0.2687,0.4951,0.534,0.703,0.521,0.638,0.5551,0.8398,0.2687,0.4951,0.534,0.703,0.521,0.638,2019-11-12 22:50:18
41,2019,4039034,Shane Buechele,QB,SMU,American Athletic,0.5541,0.9922,0.0934,0.4729,0.533,0.75,0.444,0.81,0.5541,0.9922,0.0934,0.4729,0.533,0.75,0.444,0.81,2019-11-12 22:50:18
42,2019,4239086,Desmond Ridder,QB,Cincinnati,American Athletic,0.553,0.9955,0.237,0.4917,0.506,0.743,0.468,0.737,0.553,0.9955,0.237,0.4917,0.506,0.743,0.468,0.737,2019-11-12 22:50:18
43,2019,4361825,Spencer Sanders,QB,Oklahoma State,Big 12,0.5528,0.9668,0.2795,0.4571,0.62,0.678,0.459,0.753,0.5528,0.9668,0.2795,0.4571,0.62,0.678,0.459,0.753,2019-11-12 22:50:18
44,2019,4426348,Jayden Daniels,QB,Arizona State,Pac-12,0.55,0.8412,0.2433,0.5086,0.542,0.655,0.485,0.686,0.55,0.8412,0.2433,0.5086,0.542,0.655,0.485,0.686,2019-11-12 22:50:18
45,2019,4038941,Justin Herbert,QB,Oregon,Pac-12,0.547,0.9928,0.0664,0.4066,0.593,0.804,0.455,0.769,0.547,0.9928,0.0664,0.4066,0.593,0.804,0.455,0.769,2019-11-12 22:50:18
46,2019,3728240,Kelly Bryant,QB,Missouri,SEC,0.5401,0.881,0.2243,0.4706,0.562,0.676,0.482,0.675,0.5401,0.881,0.2243,0.4706,0.562,0.676,0.482,0.675,2019-11-12 22:50:18
47,2019,4035003,Jacob Eason,QB,Washington,Pac-12,0.5366,0.9937,0.0535,0.4416,0.547,0.739,0.442,0.762,0.5366,0.9937,0.0535,0.4416,0.547,0.739,0.442,0.762,2019-11-12 22:50:18
48,2019,3843247,Justin McMillan,QB,Tulane,American Athletic,0.5363,0.9949,0.2444,0.4453,0.559,0.722,0.472,0.71,0.5363,0.9949,0.2444,0.4453,0.559,0.722,0.472,0.71,2019-11-12 22:50:18
49,2019,4244688,Nathan Rourke,QB,Ohio,Mid-American,0.5281,0.8849,0.2541,0.4669,0.535,0.656,0.445,0.731,0.5281,0.8849,0.2541,0.4669,0.535,0.656,0.445,0.731,2019-11-12 22:50:18
50,2019,4427243,Brett Gabbert,QB,Miami (OH),Mid-American,0.5245,0.9785,0.1439,0.4654,0.494,0.658,0.468,0.626,0.5245,0.9785,0.1439,0.4654,0.494,0.658,0.468,0.626,2019-11-12 22:50:18
51,2019,4241479,Tua Tagovailoa,QB,Alabama,SEC,0.5233,0.8726,0.0521,0.5112,0.496,0.61,0.473,0.661,0.5233,0.8726,0.0521,0.5112,0.496,0.61,0.473,0.661,2019-11-12 22:50:18
52,2019,4361902,Dan Ellington,QB,Georgia State,Sun Belt,0.5208,0.9248,0.26,0.4023,0.593,0.676,0.452,0.746,0.5208,0.9248,0.26,0.4023,0.593,0.676,0.452,0.746,2019-11-12 22:50:18
53,2019,4567218,Bo Nix,QB,Auburn,SEC,0.5184,0.9879,0.1579,0.444,0.503,0.697,0.418,0.747,0.5184,0.9879,0.1579,0.444,0.503,0.697,0.418,0.747,2019-11-12 22:50:18
54,2019,4036429,Zac Thomas,QB,Appalachian State,Sun Belt,0.5179,0.9958,0.162,0.4132,0.508,0.737,0.443,0.686,0.5179,0.9958,0.162,0.4132,0.508,0.737,0.443,0.686,2019-11-12 22:50:18
55,2019,4035409,Zach Smith,QB,Tulsa,American Athletic,0.5177,0.963,0.0805,0.4219,0.492,0.74,0.395,0.712,0.5177,0.963,0.0805,0.4219,0.492,0.74,0.395,0.712,2019-11-12 22:50:18
56,2019,4038741,Kato Nelson,QB,Akron,Mid-American,0.5158,0.6708,0.2446,0.4413,0.559,0.579,0.466,0.593,0.5158,0.6708,0.2446,0.4413,0.559,0.579,0.466,0.593,2019-11-12 22:50:18
57,2019,4036419,Skylar John Thompson,QB,Kansas State,Big 12,0.5135,1.0,0.1897,0.3965,0.474,0.802,0.419,0.722,0.5135,1.0,0.1897,0.3965,0.474,0.802,0.419,0.722,2019-11-12 22:50:18
58,2019,4259127,Mike Glass III,QB,Eastern Michigan,Mid-American,0.5089,0.7493,0.2145,0.4409,0.495,0.686,0.445,0.648,0.5089,0.7493,0.2145,0.4409,0.495,0.686,0.445,0.648,2019-11-12 22:50:18
59,2019,3893630,Brady White,QB,Memphis,American Athletic,0.5079,0.9878,0.0575,0.4242,0.512,0.674,0.445,0.644,0.5079,0.9878,0.0575,0.4242,0.512,0.674,0.445,0.644,2019-11-12 22:50:18
60,2019,4035292,Shea Patterson,QB,Michigan,Big Ten,0.5074,0.9458,0.1544,0.438,0.523,0.635,0.427,0.698,0.5074,0.9458,0.1544,0.438,0.523,0.635,0.427,0.698,2019-11-12 22:50:18
61,2019,4427105,Max Duggan,QB,TCU,Big 12,0.5073,0.8237,0.2138,0.4515,0.483,0.652,0.447,0.642,0.5073,0.8237,0.2138,0.4515,0.483,0.652,0.447,0.642,2019-11-12 22:50:18
62,2019,4427238,Dillon Gabriel,QB,UCF,American Athletic,0.5049,0.9164,0.0797,0.4875,0.495,0.583,0.447,0.629,0.5049,0.9164,0.0797,0.4875,0.495,0.583,0.447,0.629,2019-11-12 22:50:18
63,2019,3858269,Ross Bowers,QB,Northern Illinois,Mid-American,0.5028,0.8767,0.0711,0.4242,0.486,0.686,0.424,0.637,0.5028,0.8767,0.0711,0.4242,0.486,0.686,0.424,0.637,2019-11-12 22:50:18
64,2019,4426657,Ryan Hilinski,QB,South Carolina,SEC,0.5007,0.8505,0.0438,0.4192,0.489,0.673,0.434,0.641,0.5007,0.8505,0.0438,0.4192,0.489,0.673,0.434,0.641,2019-11-12 22:50:18
65,2019,4239793,Tyler Johnston III,QB,UAB,Conference USA,0.4911,0.8784,0.1895,0.3843,0.542,0.634,0.4,0.677,0.4911,0.8784,0.1895,0.3843,0.542,0.634,0.4,0.677,2019-11-12 22:50:18
66,2019,3921648,Ryan Agnew,QB,San Diego State,Mountain West,0.4896,1.0,0.1233,0.3282,0.51,0.757,0.342,0.758,0.4896,1.0,0.1233,0.3282,0.51,0.757,0.342,0.758,2019-11-12 22:50:18
67,2019,4044122,Anthony Russo,QB,Temple,American Athletic,0.484,0.9265,0.039,0.4586,0.438,0.611,0.416,0.639,0.484,0.9265,0.039,0.4586,0.438,0.611,0.416,0.639,2019-11-12 22:50:18
68,2019,4367178,Dorian Thompson-Robinson,QB,UCLA,Pac-12,0.4819,0.8261,0.1756,0.4659,0.428,0.617,0.418,0.626,0.4819,0.8261,0.1756,0.4659,0.428,0.617,0.418,0.626,2019-11-12 22:50:18
69,2019,4360890,Jordan McCloud,QB,South Florida,American Athletic,0.4816,0.7639,0.1957,0.3949,0.494,0.613,0.405,0.631,0.4816,0.7639,0.1957,0.3949,0.494,0.613,0.405,0.631,2019-11-12 22:50:18
70,2019,3916726,Jon Wassink,QB,Western Michigan,Mid-American,0.4814,0.8978,0.0948,0.4343,0.466,0.593,0.404,0.668,0.4814,0.8978,0.0948,0.4343,0.466,0.593,0.404,0.668,2019-11-12 22:50:18
71,2019,3886621,Ty Storey,QB,Western Kentucky,Conference USA,0.47,0.6686,0.2331,0.4014,0.488,0.57,0.442,0.532,0.47,0.6686,0.2331,0.4014,0.488,0.57,0.442,0.532,2019-11-12 22:50:18
72,2019,4034946,Kyle Trask,QB,Florida,SEC,0.4698,0.7329,0.1167,0.4528,0.441,0.56,0.441,0.544,0.4698,0.7329,0.1167,0.4528,0.441,0.56,0.441,0.544,2019-11-12 22:50:18
73,2019,4361182,Adrian Martinez,QB,Nebraska,Big Ten,0.4656,0.807,0.226,0.3827,0.463,0.63,0.405,0.599,0.4656,0.807,0.226,0.3827,0.463,0.63,0.405,0.599,2019-11-12 22:50:18
74,2019,4039436,Malcolm Perry,QB,Navy,American Athletic,0.4603,0.85,0.3967,0.445,0.406,0.57,0.432,0.54,0.4603,0.85,0.3967,0.445,0.406,0.57,0.432,0.54,2019-11-12 22:50:18
75,2019,4241556,Levi Lewis,QB,Louisiana,Sun Belt,0.4599,0.9737,0.0938,0.4164,0.475,0.58,0.399,0.649,0.4599,0.9737,0.0938,0.4164,0.475,0.58,0.399,0.649,2019-11-12 22:50:18
76,2019,4240689,Jake Fromm,QB,Georgia,SEC,0.4595,0.9661,0.0542,0.4089,0.354,0.75,0.39,0.644,0.4595,0.9661,0.0542,0.4089,0.354,0.75,0.39,0.644,2019-11-12 22:50:18
77,2019,4035671,Tyler Huntley,QB,Utah,Pac-12,0.4551,0.9479,0.1489,0.4213,0.371,0.66,0.412,0.569,0.4551,0.9479,0.1489,0.4213,0.371,0.66,0.412,0.569,2019-11-12 22:50:18
78,2019,4428512,Kedon Slovis,QB,USC,Pac-12,0.4551,0.7268,0.0743,0.4272,0.437,0.549,0.435,0.515,0.4551,0.7268,0.0743,0.4272,0.437,0.549,0.435,0.515,2019-11-12 22:50:18
79,2019,4249400,Cephus Johnson,QB,South Alabama,Sun Belt,0.4504,0.8367,0.1882,0.3865,0.39,0.655,0.368,0.604,0.4504,0.8367,0.1882,0.3865,0.39,0.655,0.368,0.604,2019-11-12 22:50:18
80,2019,4242335,Jonathan Taylor,RB,Wisconsin,Big Ten,0.4447,0.1359,0.6373,0.5459,0.405,0.289,0.536,0.195,0.4447,0.1359,0.6373,0.5459,0.405,0.289,0.536,0.195,2019-11-12 22:50:18
81,2019,4361493,Jack Plummer,QB,Purdue,Big Ten,0.439,0.5929,0.1565,0.3562,0.46,0.58,0.365,0.576,0.439,0.5929,0.1565,0.3562,0.46,0.58,0.365,0.576,2019-11-12 22:50:18
82,2019,3915468,Riley Neal,QB,Vanderbilt,SEC,0.4304,0.711,0.0922,0.3684,0.41,0.569,0.386,0.509,0.4304,0.711,0.0922,0.3684,0.41,0.569,0.386,0.509,2019-11-12 22:50:18
83,2019,4039602,Khalil Tate,QB,Arizona,Pac-12,0.43,0.6709,0.1735,0.3709,0.406,0.591,0.365,0.559,0.43,0.6709,0.1735,0.3709,0.406,0.591,0.365,0.559,2019-11-12 22:50:18
84,2019,4242331,Jack Coan,QB,Wisconsin,Big Ten,0.4259,0.9946,0.0712,0.3165,0.477,0.577,0.319,0.719,0.4259,0.9946,0.0712,0.3165,0.477,0.577,0.319,0.719,2019-11-12 22:50:18
85,2019,4036262,Brandon Peters,QB,Illinois,Big Ten,0.4242,0.7855,0.1058,0.2946,0.449,0.653,0.338,0.585,0.4242,0.7855,0.1058,0.2946,0.449,0.653,0.338,0.585,2019-11-12 22:50:18
86,2019,4034857,Patrick O'Brien,QB,Colorado State,Mountain West,0.422,0.6809,0.0958,0.3783,0.337,0.669,0.343,0.586,0.422,0.6809,0.0958,0.3783,0.337,0.669,0.343,0.586,2019-11-12 22:50:18
87,2019,4242203,Lowell Narcisse,QB,UT San Antonio,Conference USA,0.4105,0.6101,0.2545,0.3226,0.44,0.548,0.338,0.547,0.4105,0.6101,0.2545,0.3226,0.44,0.548,0.338,0.547,2019-11-12 22:50:18
88,2019,3914395,James Morgan,QB,Florida International,Conference USA,0.4098,0.8838,0.039,0.3306,0.355,0.679,0.356,0.526,0.4098,0.8838,0.039,0.3306,0.355,0.679,0.356,0.526,2019-11-12 22:50:18
89,2019,4240756,Tanner Morgan,QB,Minnesota,Big Ten,0.4046,1.0,0.0716,0.341,0.407,0.588,0.306,0.641,0.4046,1.0,0.0716,0.341,0.407,0.588,0.306,0.641,2019-11-12 22:50:18
90,2019,4361435,Carson Strong,QB,Nevada,Mountain West,0.4017,0.684,0.0719,0.3577,0.393,0.496,0.338,0.509,0.4017,0.684,0.0719,0.3577,0.393,0.496,0.338,0.509,2019-11-12 22:50:18
91,2019,4043136,Jett Duffey,QB,Texas Tech,Big 12,0.3961,0.6012,0.1333,0.3808,0.382,0.474,0.356,0.489,0.3961,0.6012,0.1333,0.3808,0.382,0.474,0.356,0.489,2019-11-12 22:50:18
92,2019,4241416,Chuba Hubbard,RB,Oklahoma State,Big 12,0.396,0.0539,0.6219,0.475,0.333,0.314,0.471,0.237,0.396,0.0539,0.6219,0.475,0.333,0.314,0.471,0.237,2019-11-12 22:50:18
93,2019,4027860,Gresch Jensen,QB,Texas State,Sun Belt,0.3891,0.6014,0.0361,0.3874,0.37,0.414,0.371,0.417,0.3891,0.6014,0.0361,0.3874,0.37,0.414,0.371,0.417,2019-11-12 22:50:18
94,2019,4239934,AJ Dillon,RB,Boston College,ACC,0.3886,0.0609,0.5536,0.4638,0.403,0.217,0.466,0.212,0.3886,0.0609,0.5536,0.4638,0.403,0.217,0.466,0.212,2019-11-12 22:50:18
95,2019,4362507,Jarren Williams,QB,Miami,ACC,0.3858,0.5946,0.1025,0.3259,0.425,0.464,0.317,0.512,0.3858,0.5946,0.1025,0.3259,0.425,0.464,0.317,0.512,2019-11-12 22:50:18
96,2019,4362029,Kai Locksley,QB,UTEP,Conference USA,0.3835,0.5611,0.2366,0.3395,0.366,0.476,0.331,0.488,0.3835,0.5611,0.2366,0.3395,0.366,0.476,0.331,0.488,2019-11-12 22:50:18
97,2019,4361690,Sean Chambers,QB,Wyoming,Mountain West,0.3834,0.741,0.2153,0.2477,0.381,0.635,0.313,0.537,0.3834,0.741,0.2153,0.2477,0.381,0.635,0.313,0.537,2019-11-12 22:50:18
98,2019,4426499,Hank Bachmeier,QB,Boise State,Mountain West,0.3814,0.6667,0.0801,0.2684,0.419,0.584,0.283,0.624,0.3814,0.6667,0.0801,0.2684,0.419,0.584,0.283,0.624,2019-11-12 22:50:18
99,2019,4428977,Jack Zergiotis,QB,Connecticut,American Athletic,0.3792,0.7115,0.0403,0.2883,0.399,0.54,0.306,0.514,0.3792,0.7115,0.0403,0.2883,0.399,0.54,0.306,0.514,2019-11-12 22:50:18
100,2019,4360578,James Graham,QB,Georgia Tech,ACC,0.3783,0.6796,0.1649,0.3211,0.381,0.519,0.322,0.475,0.3783,0.6796,0.1649,0.3211,0.381,0.519,0.322,0.475,2019-11-12 22:50:18
101,2019,4240020,James Blackman,QB,Florida State,ACC,0.3778,0.61,0.1071,0.3444,0.355,0.493,0.33,0.469,0.3778,0.61,0.1071,0.3444,0.355,0.493,0.33,0.469,2019-11-12 22:50:18
102,2019,3917612,Ke'Shawn Vaughn,RB,Vanderbilt,SEC,0.3742,0.0951,0.7143,0.4641,0.429,0.138,0.451,0.237,0.3742,0.0951,0.7143,0.4641,0.429,0.138,0.451,0.237,2019-11-12 22:50:18
103,2019,4250764,Stone Smartt,QB,Old Dominion,Conference USA,0.3729,0.5405,0.1993,0.3498,0.382,0.388,0.333,0.437,0.3729,0.5405,0.1993,0.3498,0.382,0.388,0.333,0.437,2019-11-12 22:50:18
104,2019,4361566,Kenyon Oblad,QB,UNLV,Mountain West,0.3659,0.6846,0.0496,0.3288,0.321,0.459,0.295,0.5,0.3659,0.6846,0.0496,0.3288,0.321,0.459,0.295,0.5,2019-11-12 22:50:18
105,2019,4037603,Josh Jackson,QB,Maryland,Big Ten,0.3605,0.6301,0.0806,0.3081,0.35,0.505,0.334,0.418,0.3605,0.6301,0.0806,0.3081,0.35,0.505,0.334,0.418,2019-11-12 22:50:18
106,2019,4371733,Kenneth Gainwell,RB,Memphis,American Athletic,0.3597,0.1551,0.5517,0.4069,0.348,0.284,0.393,0.288,0.3597,0.1551,0.5517,0.4069,0.348,0.284,0.393,0.288,2019-11-12 22:50:18
107,2019,4035167,Jarrett Guarantano,QB,Tennessee,SEC,0.3559,0.6434,0.0862,0.3061,0.326,0.492,0.313,0.44,0.3559,0.6434,0.0862,0.3061,0.326,0.492,0.313,0.44,2019-11-12 22:50:18
108,2019,4242873,Eno Benjamin,RB,Arizona State,Pac-12,0.3556,0.1155,0.6084,0.3879,0.358,0.269,0.405,0.251,0.3556,0.1155,0.6084,0.3879,0.358,0.269,0.405,0.251,2019-11-12 22:50:18
109,2019,4240021,Cam Akers,RB,Florida State,ACC,0.3553,0.1058,0.6461,0.3808,0.402,0.217,0.403,0.263,0.3553,0.1058,0.6461,0.3808,0.402,0.217,0.403,0.263,2019-11-12 22:50:18
110,2019,4241985,J.K. Dobbins,RB,Ohio State,Big Ten,0.3545,0.0773,0.5863,0.3783,0.389,0.227,0.388,0.269,0.3545,0.0773,0.5863,0.3783,0.389,0.227,0.388,0.269,2019-11-12 22:50:18
111,2019,4360423,Michael Penix Jr.,QB,Indiana,Big Ten,0.3535,0.5517,0.0946,0.3158,0.419,0.355,0.294,0.5,0.3535,0.5517,0.0946,0.3158,0.419,0.355,0.294,0.5,2019-11-12 22:50:18
112,2019,4361222,Layne Hatcher,QB,Arkansas State,Sun Belt,0.3421,0.534,0.1149,0.3074,0.322,0.479,0.307,0.408,0.3421,0.534,0.1149,0.3074,0.322,0.479,0.307,0.408,2019-11-12 22:50:18
113,2019,4259805,Kylin Hill,RB,Mississippi State,SEC,0.3395,0.0464,0.5363,0.4199,0.311,0.183,0.402,0.193,0.3395,0.0464,0.5363,0.4199,0.311,0.183,0.402,0.193,2019-11-12 22:50:18
114,2019,4259979,Lynn Bowden Jr.,WR,Kentucky,SEC,0.3393,0.4566,0.2639,0.3049,0.306,0.447,0.31,0.398,0.3393,0.4566,0.2639,0.3049,0.306,0.447,0.31,0.398,2019-11-12 22:50:18
115,2019,4035633,Aidan Smith,QB,Northwestern,Big Ten,0.3381,0.539,0.1554,0.2821,0.335,0.443,0.292,0.412,0.3381,0.539,0.1554,0.2821,0.335,0.443,0.292,0.412,2019-11-12 22:50:18
116,2019,4426966,Garrett Shrader,QB,Mississippi State,SEC,0.3375,0.5412,0.2007,0.2727,0.341,0.488,0.269,0.497,0.3375,0.5412,0.2007,0.2727,0.341,0.488,0.269,0.497,2019-11-12 22:50:18
117,2019,3931401,Cameron Scarlett,RB,Stanford,Pac-12,0.3346,0.0671,0.6546,0.3655,0.346,0.239,0.354,0.294,0.3346,0.0671,0.6546,0.3655,0.346,0.239,0.354,0.294,2019-11-12 22:50:18
118,2019,4046743,Grant Loy,QB,Bowling Green,Mid-American,0.3313,0.4977,0.1993,0.2829,0.34,0.408,0.283,0.442,0.3313,0.4977,0.1993,0.2829,0.34,0.408,0.283,0.442,2019-11-12 22:50:18
