,series_division,poll,season,week,season_week,rank,team,team_id,conference,first_place_votes,points,is_playoff_poll,last_updated
1992,FBS,Coaches Poll,2017,10,201710,16,Iowa State,66,Big 12,0,571,0,2019-11-12 22:50:18
1993,FBS,Coaches Poll,2017,10,201710,17,USC,30,Pac-12,0,560,0,2019-11-12 22:50:18
1994,FBS,Coaches Poll,2017,10,201710,18,Stanford,24,Pac-12,0,494,0,2019-11-12 22:50:18
1995,FBS,Coaches Poll,2017,10,201710,19,NC State,152,ACC,0,382,0,2019-11-12 22:50:18
1996,FBS,Coaches Poll,2017,10,201710,20,LSU,99,SEC,0,372,0,2019-11-12 22:50:18
1997,FBS,Coaches Poll,2017,10,201710,21,Memphis,235,American Athletic,0,288,0,2019-11-12 22:50:18
1998,FBS,Coaches Poll,2017,10,201710,22,Mississippi State,344,SEC,0,210,0,2019-11-12 22:50:18
1999,FBS,Coaches Poll,2017,10,201710,23,South Florida,58,American Athletic,0,193,0,2019-11-12 22:50:18
2000,FBS,Coaches Poll,2017,10,201710,24,Michigan,130,Big Ten,0,176,0,2019-11-12 22:50:18
2001,FBS,Coaches Poll,2017,10,201710,25,Arizona,12,Pac-12,0,153,0,2019-11-12 22:50:18
2002,FBS,AP Top 25,2017,9,201709,1,Alabama,333,SEC,61,1525,0,2019-11-12 22:50:18
2003,FBS,AP Top 25,2017,9,201709,2,Penn State,213,Big Ten,0,1444,0,2019-11-12 22:50:18
2004,FBS,AP Top 25,2017,9,201709,3,Georgia,61,SEC,0,1409,0,2019-11-12 22:50:18
2005,FBS,AP Top 25,2017,9,201709,4,TCU,2628,Big 12,0,1327,0,2019-11-12 22:50:18
2006,FBS,AP Top 25,2017,9,201709,5,Wisconsin,275,Big Ten,0,1241,0,2019-11-12 22:50:18
2007,FBS,AP Top 25,2017,9,201709,6,Ohio State,194,Big Ten,0,1165,0,2019-11-12 22:50:18
2008,FBS,AP Top 25,2017,9,201709,7,Clemson,228,ACC,0,1113,0,2019-11-12 22:50:18
2009,FBS,AP Top 25,2017,9,201709,8,Miami,2390,ACC,0,1101,0,2019-11-12 22:50:18
2010,FBS,AP Top 25,2017,9,201709,9,Notre Dame,87,FBS Independents,0,1066,0,2019-11-12 22:50:18
2011,FBS,AP Top 25,2017,9,201709,10,Oklahoma,201,Big 12,0,1040,0,2019-11-12 22:50:18
2012,FBS,AP Top 25,2017,9,201709,11,Oklahoma State,197,Big 12,0,894,0,2019-11-12 22:50:18
2013,FBS,AP Top 25,2017,9,201709,12,Washington,264,Pac-12,0,836,0,2019-11-12 22:50:18
2014,FBS,AP Top 25,2017,9,201709,13,Virginia Tech,259,ACC,0,791,0,2019-11-12 22:50:18
2015,FBS,AP Top 25,2017,9,201709,14,NC State,152,ACC,0,666,0,2019-11-12 22:50:18
2016,FBS,AP Top 25,2017,9,201709,15,Washington State,265,Pac-12,0,648,0,2019-11-12 22:50:18
2017,FBS,AP Top 25,2017,9,201709,16,Michigan State,127,Big Ten,0,615,0,2019-11-12 22:50:18
2018,FBS,AP Top 25,2017,9,201709,17,South Florida,58,American Athletic,0,604,0,2019-11-12 22:50:18
2019,FBS,AP Top 25,2017,9,201709,18,UCF,2116,American Athletic,0,500,0,2019-11-12 22:50:18
2020,FBS,AP Top 25,2017,9,201709,19,Auburn,2,SEC,0,397,0,2019-11-12 22:50:18
2021,FBS,AP Top 25,2017,9,201709,20,Stanford,24,Pac-12,0,344,0,2019-11-12 22:50:18
2022,FBS,AP Top 25,2017,9,201709,21,USC,30,Pac-12,0,319,0,2019-11-12 22:50:18
2023,FBS,AP Top 25,2017,9,201709,22,West Virginia,277,Big 12,0,196,0,2019-11-12 22:50:18
2024,FBS,AP Top 25,2017,9,201709,23,LSU,99,SEC,0,182,0,2019-11-12 22:50:18
2025,FBS,AP Top 25,2017,9,201709,24,Memphis,235,American Athletic,0,111,0,2019-11-12 22:50:18
2026,FBS,AP Top 25,2017,9,201709,25,Iowa State,66,Big 12,0,98,0,2019-11-12 22:50:18
2027,FBS,Coaches Poll,2017,9,201709,1,Alabama,333,SEC,64,1600,0,2019-11-12 22:50:18
2028,FBS,Coaches Poll,2017,9,201709,2,Penn State,213,Big Ten,0,1520,0,2019-11-12 22:50:18
2029,FBS,Coaches Poll,2017,9,201709,3,Georgia,61,SEC,0,1463,0,2019-11-12 22:50:18
2030,FBS,Coaches Poll,2017,9,201709,4,TCU,2628,Big 12,0,1385,0,2019-11-12 22:50:18
2031,FBS,Coaches Poll,2017,9,201709,5,Wisconsin,275,Big Ten,0,1343,0,2019-11-12 22:50:18
2032,FBS,Coaches Poll,2017,9,201709,6,Ohio State,194,Big Ten,0,1244,0,2019-11-12 22:50:18
2033,FBS,Coaches Poll,2017,9,201709,7,Clemson,228,ACC,0,1173,0,2019-11-12 22:50:18
2034,FBS,Coaches Poll,2017,9,201709,8,Miami,2390,ACC,0,1172,0,2019-11-12 22:50:18
2035,FBS,Coaches Poll,2017,9,201709,9,Oklahoma,201,Big 12,0,1084,0,2019-11-12 22:50:18
2036,FBS,Coaches Poll,2017,9,201709,10,Notre Dame,87,FBS Independents,0,951,0,2019-11-12 22:50:18
2037,FBS,Coaches Poll,2017,9,201709,11,Washington,264,Pac-12,0,931,0,2019-11-12 22:50:18
2038,FBS,Coaches Poll,2017,9,201709,12,Oklahoma State,197,Big 12,0,926,0,2019-11-12 22:50:18
2039,FBS,Coaches Poll,2017,9,201709,13,Virginia Tech,259,ACC,0,818,0,2019-11-12 22:50:18
2040,FBS,Coaches Poll,2017,9,201709,14,South Florida,58,American Athletic,0,730,0,2019-11-12 22:50:18
2041,FBS,Coaches Poll,2017,9,201709,15,NC State,152,ACC,0,683,0,2019-11-12 22:50:18
2042,FBS,Coaches Poll,2017,9,201709,16,Washington State,265,Pac-12,0,636,0,2019-11-12 22:50:18
2043,FBS,Coaches Poll,2017,9,201709,17,UCF,2116,American Athletic,0,561,0,2019-11-12 22:50:18
2044,FBS,Coaches Poll,2017,9,201709,18,Michigan State,127,Big Ten,0,560,0,2019-11-12 22:50:18
2045,FBS,Coaches Poll,2017,9,201709,19,Auburn,2,SEC,0,455,0,2019-11-12 22:50:18
2046,FBS,Coaches Poll,2017,9,201709,20,Stanford,24,Pac-12,0,367,0,2019-11-12 22:50:18
2047,FBS,Coaches Poll,2017,9,201709,21,USC,30,Pac-12,0,321,0,2019-11-12 22:50:18
2048,FBS,Coaches Poll,2017,9,201709,22,West Virginia,277,Big 12,0,211,0,2019-11-12 22:50:18
2049,FBS,Coaches Poll,2017,9,201709,23,LSU,99,SEC,0,178,0,2019-11-12 22:50:18
2050,FBS,Coaches Poll,2017,9,201709,24,Texas A&M,245,SEC,0,151,0,2019-11-12 22:50:18
2051,FBS,Coaches Poll,2017,9,201709,25,Michigan,130,Big Ten,0,121,0,2019-11-12 22:50:18
2052,FBS,AP Top 25,2017,8,201708,1,Alabama,333,SEC,61,1525,0,2019-11-12 22:50:18
2053,FBS,AP Top 25,2017,8,201708,2,Penn State,213,Big Ten,0,1432,0,2019-11-12 22:50:18
2054,FBS,AP Top 25,2017,8,201708,3,Georgia,61,SEC,0,1417,0,2019-11-12 22:50:18
2055,FBS,AP Top 25,2017,8,201708,4,TCU,2628,Big 12,0,1322,0,2019-11-12 22:50:18
2056,FBS,AP Top 25,2017,8,201708,5,Wisconsin,275,Big Ten,0,1241,0,2019-11-12 22:50:18
2057,FBS,AP Top 25,2017,8,201708,6,Ohio State,194,Big Ten,0,1184,0,2019-11-12 22:50:18
2058,FBS,AP Top 25,2017,8,201708,7,Clemson,228,ACC,0,1117,0,2019-11-12 22:50:18
2059,FBS,AP Top 25,2017,8,201708,8,Miami,2390,ACC,0,1109,0,2019-11-12 22:50:18
2060,FBS,AP Top 25,2017,8,201708,9,Oklahoma,201,Big 12,0,1066,0,2019-11-12 22:50:18
2061,FBS,AP Top 25,2017,8,201708,10,Oklahoma State,197,Big 12,0,900,0,2019-11-12 22:50:18
2062,FBS,AP Top 25,2017,8,201708,11,USC,30,Pac-12,0,886,0,2019-11-12 22:50:18
2063,FBS,AP Top 25,2017,8,201708,12,Washington,264,Pac-12,0,811,0,2019-11-12 22:50:18
2064,FBS,AP Top 25,2017,8,201708,13,Notre Dame,87,FBS Independents,0,798,0,2019-11-12 22:50:18
2065,FBS,AP Top 25,2017,8,201708,14,Virginia Tech,259,ACC,0,727,0,2019-11-12 22:50:18
2066,FBS,AP Top 25,2017,8,201708,15,Washington State,265,Pac-12,0,578,0,2019-11-12 22:50:18
2067,FBS,AP Top 25,2017,8,201708,16,NC State,152,ACC,0,573,0,2019-11-12 22:50:18
2068,FBS,AP Top 25,2017,8,201708,16,South Florida,58,American Athletic,0,573,0,2019-11-12 22:50:18
2069,FBS,AP Top 25,2017,8,201708,18,Michigan State,127,Big Ten,0,563,0,2019-11-12 22:50:18
2070,FBS,AP Top 25,2017,8,201708,19,Michigan,130,Big Ten,0,558,0,2019-11-12 22:50:18
2071,FBS,AP Top 25,2017,8,201708,20,UCF,2116,American Athletic,0,387,0,2019-11-12 22:50:18
2072,FBS,AP Top 25,2017,8,201708,21,Auburn,2,SEC,0,303,0,2019-11-12 22:50:18
2073,FBS,AP Top 25,2017,8,201708,22,Stanford,24,Pac-12,0,274,0,2019-11-12 22:50:18
2074,FBS,AP Top 25,2017,8,201708,23,West Virginia,277,Big 12,0,157,0,2019-11-12 22:50:18
2075,FBS,AP Top 25,2017,8,201708,24,LSU,99,SEC,0,108,0,2019-11-12 22:50:18
2076,FBS,AP Top 25,2017,8,201708,25,Memphis,235,American Athletic,0,62,0,2019-11-12 22:50:18
2077,FBS,Coaches Poll,2017,8,201708,1,Alabama,333,SEC,63,1575,0,2019-11-12 22:50:18
2078,FBS,Coaches Poll,2017,8,201708,2,Penn State,213,Big Ten,0,1483,0,2019-11-12 22:50:18
2079,FBS,Coaches Poll,2017,8,201708,3,Georgia,61,SEC,0,1450,0,2019-11-12 22:50:18
2080,FBS,Coaches Poll,2017,8,201708,4,TCU,2628,Big 12,0,1345,0,2019-11-12 22:50:18
2081,FBS,Coaches Poll,2017,8,201708,5,Wisconsin,275,Big Ten,0,1338,0,2019-11-12 22:50:18
2082,FBS,Coaches Poll,2017,8,201708,6,Ohio State,194,Big Ten,0,1243,0,2019-11-12 22:50:18
2083,FBS,Coaches Poll,2017,8,201708,7,Miami,2390,ACC,0,1144,0,2019-11-12 22:50:18
2084,FBS,Coaches Poll,2017,8,201708,8,Clemson,228,ACC,0,1106,0,2019-11-12 22:50:18
2085,FBS,Coaches Poll,2017,8,201708,9,Oklahoma,201,Big 12,0,1079,0,2019-11-12 22:50:18
2086,FBS,Coaches Poll,2017,8,201708,10,USC,30,Pac-12,0,930,0,2019-11-12 22:50:18
2087,FBS,Coaches Poll,2017,8,201708,11,Oklahoma State,197,Big 12,0,917,0,2019-11-12 22:50:18
2088,FBS,Coaches Poll,2017,8,201708,12,Washington,264,Pac-12,0,914,0,2019-11-12 22:50:18
2089,FBS,Coaches Poll,2017,8,201708,13,South Florida,58,American Athletic,0,716,0,2019-11-12 22:50:18
2090,FBS,Coaches Poll,2017,8,201708,14,Virginia Tech,259,ACC,0,701,0,2019-11-12 22:50:18
2091,FBS,Coaches Poll,2017,8,201708,15,Michigan,130,Big Ten,0,657,0,2019-11-12 22:50:18
2092,FBS,Coaches Poll,2017,8,201708,16,Notre Dame,87,FBS Independents,0,614,0,2019-11-12 22:50:18
2093,FBS,Coaches Poll,2017,8,201708,17,NC State,152,ACC,0,573,0,2019-11-12 22:50:18
2094,FBS,Coaches Poll,2017,8,201708,18,Washington State,265,Pac-12,0,564,0,2019-11-12 22:50:18
2095,FBS,Coaches Poll,2017,8,201708,19,Michigan State,127,Big Ten,0,469,0,2019-11-12 22:50:18
2096,FBS,Coaches Poll,2017,8,201708,20,UCF,2116,American Athletic,0,439,0,2019-11-12 22:50:18
2097,FBS,Coaches Poll,2017,8,201708,21,Auburn,2,SEC,0,354,0,2019-11-12 22:50:18
2098,FBS,Coaches Poll,2017,8,201708,22,Stanford,24,Pac-12,0,286,0,2019-11-12 22:50:18
2099,FBS,Coaches Poll,2017,8,201708,23,West Virginia,277,Big 12,0,144,0,2019-11-12 22:50:18
2100,FBS,Coaches Poll,2017,8,201708,24,Texas A&M,245,SEC,0,94,0,2019-11-12 22:50:18
2101,FBS,Coaches Poll,2017,8,201708,25,LSU,99,SEC,0,80,0,2019-11-12 22:50:18
2102,FBS,AP Top 25,2017,7,201707,1,Alabama,333,SEC,43,1507,0,2019-11-12 22:50:18
2103,FBS,AP Top 25,2017,7,201707,2,Clemson,228,ACC,18,1481,0,2019-11-12 22:50:18
2104,FBS,AP Top 25,2017,7,201707,3,Penn State,213,Big Ten,0,1370,0,2019-11-12 22:50:18
2105,FBS,AP Top 25,2017,7,201707,4,Georgia,61,SEC,0,1327,0,2019-11-12 22:50:18
2106,FBS,AP Top 25,2017,7,201707,5,Washington,264,Pac-12,0,1284,0,2019-11-12 22:50:18
2107,FBS,AP Top 25,2017,7,201707,6,TCU,2628,Big 12,0,1192,0,2019-11-12 22:50:18
2108,FBS,AP Top 25,2017,7,201707,7,Wisconsin,275,Big Ten,0,1127,0,2019-11-12 22:50:18
2109,FBS,AP Top 25,2017,7,201707,8,Washington State,265,Pac-12,0,1094,0,2019-11-12 22:50:18
2110,FBS,AP Top 25,2017,7,201707,9,Ohio State,194,Big Ten,0,1051,0,2019-11-12 22:50:18
2111,FBS,AP Top 25,2017,7,201707,10,Auburn,2,SEC,0,914,0,2019-11-12 22:50:18
2112,FBS,AP Top 25,2017,7,201707,11,Miami,2390,ACC,0,908,0,2019-11-12 22:50:18
2113,FBS,AP Top 25,2017,7,201707,12,Oklahoma,201,Big 12,0,851,0,2019-11-12 22:50:18
2114,FBS,AP Top 25,2017,7,201707,13,USC,30,Pac-12,0,795,0,2019-11-12 22:50:18
2115,FBS,AP Top 25,2017,7,201707,14,Oklahoma State,197,Big 12,0,712,0,2019-11-12 22:50:18
2116,FBS,AP Top 25,2017,7,201707,15,Virginia Tech,259,ACC,0,617,0,2019-11-12 22:50:18
2117,FBS,AP Top 25,2017,7,201707,16,Notre Dame,87,FBS Independents,0,583,0,2019-11-12 22:50:18
2118,FBS,AP Top 25,2017,7,201707,17,Michigan,130,Big Ten,0,524,0,2019-11-12 22:50:18
2119,FBS,AP Top 25,2017,7,201707,18,South Florida,58,American Athletic,0,482,0,2019-11-12 22:50:18
2120,FBS,AP Top 25,2017,7,201707,19,San Diego State,21,Mountain West,0,465,0,2019-11-12 22:50:18
2121,FBS,AP Top 25,2017,7,201707,20,NC State,152,ACC,0,421,0,2019-11-12 22:50:18
2122,FBS,AP Top 25,2017,7,201707,21,Michigan State,127,Big Ten,0,416,0,2019-11-12 22:50:18
2123,FBS,AP Top 25,2017,7,201707,22,UCF,2116,American Athletic,0,274,0,2019-11-12 22:50:18
2124,FBS,AP Top 25,2017,7,201707,23,Stanford,24,Pac-12,0,109,0,2019-11-12 22:50:18
2125,FBS,AP Top 25,2017,7,201707,24,Texas Tech,2641,Big 12,0,105,0,2019-11-12 22:50:18
2126,FBS,AP Top 25,2017,7,201707,25,Navy,2426,American Athletic,0,74,0,2019-11-12 22:50:18
2127,FBS,Coaches Poll,2017,7,201707,1,Alabama,333,SEC,57,1617,0,2019-11-12 22:50:18
2128,FBS,Coaches Poll,2017,7,201707,2,Clemson,228,ACC,8,1568,0,2019-11-12 22:50:18
2129,FBS,Coaches Poll,2017,7,201707,3,Penn State,213,Big Ten,0,1454,0,2019-11-12 22:50:18
2130,FBS,Coaches Poll,2017,7,201707,4,Washington,264,Pac-12,0,1404,0,2019-11-12 22:50:18
2131,FBS,Coaches Poll,2017,7,201707,5,Georgia,61,SEC,0,1380,0,2019-11-12 22:50:18
2132,FBS,Coaches Poll,2017,7,201707,6,Wisconsin,275,Big Ten,0,1243,0,2019-11-12 22:50:18
2133,FBS,Coaches Poll,2017,7,201707,7,TCU,2628,Big 12,0,1229,0,2019-11-12 22:50:18
2134,FBS,Coaches Poll,2017,7,201707,8,Ohio State,194,Big Ten,0,1146,0,2019-11-12 22:50:18
2135,FBS,Coaches Poll,2017,7,201707,9,Washington State,265,Pac-12,0,1117,0,2019-11-12 22:50:18
2136,FBS,Coaches Poll,2017,7,201707,10,Miami,2390,ACC,0,1003,0,2019-11-12 22:50:18
2137,FBS,Coaches Poll,2017,7,201707,11,Auburn,2,SEC,0,941,0,2019-11-12 22:50:18
2138,FBS,Coaches Poll,2017,7,201707,12,Oklahoma,201,Big 12,0,919,0,2019-11-12 22:50:18
2139,FBS,Coaches Poll,2017,7,201707,13,USC,30,Pac-12,0,818,0,2019-11-12 22:50:18
2140,FBS,Coaches Poll,2017,7,201707,14,Oklahoma State,197,Big 12,0,788,0,2019-11-12 22:50:18
2141,FBS,Coaches Poll,2017,7,201707,15,South Florida,58,American Athletic,0,622,0,2019-11-12 22:50:18
2142,FBS,Coaches Poll,2017,7,201707,16,Michigan,130,Big Ten,0,612,0,2019-11-12 22:50:18
2143,FBS,Coaches Poll,2017,7,201707,17,Virginia Tech,259,ACC,0,599,0,2019-11-12 22:50:18
2144,FBS,Coaches Poll,2017,7,201707,18,San Diego State,21,Mountain West,0,516,0,2019-11-12 22:50:18
2145,FBS,Coaches Poll,2017,7,201707,19,Notre Dame,87,FBS Independents,0,498,0,2019-11-12 22:50:18
2146,FBS,Coaches Poll,2017,7,201707,20,NC State,152,ACC,0,455,0,2019-11-12 22:50:18
2147,FBS,Coaches Poll,2017,7,201707,21,UCF,2116,American Athletic,0,273,0,2019-11-12 22:50:18
2148,FBS,Coaches Poll,2017,7,201707,22,Michigan State,127,Big Ten,0,261,0,2019-11-12 22:50:18
2149,FBS,Coaches Poll,2017,7,201707,23,Utah,254,Pac-12,0,122,0,2019-11-12 22:50:18
2150,FBS,Coaches Poll,2017,7,201707,24,Navy,2426,American Athletic,0,110,0,2019-11-12 22:50:18
2151,FBS,Coaches Poll,2017,7,201707,25,Stanford,24,Pac-12,0,107,0,2019-11-12 22:50:18
2152,FBS,AP Top 25,2017,6,201706,1,Alabama,333,SEC,44,1506,0,2019-11-12 22:50:18
2153,FBS,AP Top 25,2017,6,201706,2,Clemson,228,ACC,17,1475,0,2019-11-12 22:50:18
2154,FBS,AP Top 25,2017,6,201706,3,Oklahoma,201,Big 12,0,1392,0,2019-11-12 22:50:18
2155,FBS,AP Top 25,2017,6,201706,4,Penn State,213,Big Ten,0,1325,0,2019-11-12 22:50:18
2156,FBS,AP Top 25,2017,6,201706,5,Georgia,61,SEC,0,1237,0,2019-11-12 22:50:18
2157,FBS,AP Top 25,2017,6,201706,6,Washington,264,Pac-12,0,1218,0,2019-11-12 22:50:18
2158,FBS,AP Top 25,2017,6,201706,7,Michigan,130,Big Ten,0,1115,0,2019-11-12 22:50:18
2159,FBS,AP Top 25,2017,6,201706,8,TCU,2628,Big 12,0,1079,0,2019-11-12 22:50:18
2160,FBS,AP Top 25,2017,6,201706,9,Wisconsin,275,Big Ten,0,1028,0,2019-11-12 22:50:18
2161,FBS,AP Top 25,2017,6,201706,10,Ohio State,194,Big Ten,0,1016,0,2019-11-12 22:50:18
2162,FBS,AP Top 25,2017,6,201706,11,Washington State,265,Pac-12,0,980,0,2019-11-12 22:50:18
2163,FBS,AP Top 25,2017,6,201706,12,Auburn,2,SEC,0,802,0,2019-11-12 22:50:18
2164,FBS,AP Top 25,2017,6,201706,13,Miami,2390,ACC,0,782,0,2019-11-12 22:50:18
2165,FBS,AP Top 25,2017,6,201706,14,USC,30,Pac-12,0,713,0,2019-11-12 22:50:18
2166,FBS,AP Top 25,2017,6,201706,15,Oklahoma State,197,Big 12,0,664,0,2019-11-12 22:50:18
2167,FBS,AP Top 25,2017,6,201706,16,Virginia Tech,259,ACC,0,549,0,2019-11-12 22:50:18
2168,FBS,AP Top 25,2017,6,201706,17,Louisville,97,ACC,0,507,0,2019-11-12 22:50:18
2169,FBS,AP Top 25,2017,6,201706,18,South Florida,58,American Athletic,0,440,0,2019-11-12 22:50:18
2170,FBS,AP Top 25,2017,6,201706,19,San Diego State,21,Mountain West,0,373,0,2019-11-12 22:50:18
2171,FBS,AP Top 25,2017,6,201706,20,Utah,254,Pac-12,0,358,0,2019-11-12 22:50:18
2172,FBS,AP Top 25,2017,6,201706,21,Notre Dame,87,FBS Independents,0,349,0,2019-11-12 22:50:18
2173,FBS,AP Top 25,2017,6,201706,21,Florida,57,SEC,0,349,0,2019-11-12 22:50:18
2174,FBS,AP Top 25,2017,6,201706,23,West Virginia,277,Big 12,0,221,0,2019-11-12 22:50:18
2175,FBS,AP Top 25,2017,6,201706,24,NC State,152,ACC,0,149,0,2019-11-12 22:50:18
2176,FBS,AP Top 25,2017,6,201706,25,UCF,2116,American Athletic,0,120,0,2019-11-12 22:50:18
2177,FBS,Coaches Poll,2017,6,201706,1,Alabama,333,SEC,58,1593,0,2019-11-12 22:50:18
2178,FBS,Coaches Poll,2017,6,201706,2,Clemson,228,ACC,6,1537,0,2019-11-12 22:50:18
2179,FBS,Coaches Poll,2017,6,201706,3,Oklahoma,201,Big 12,0,1460,0,2019-11-12 22:50:18
2180,FBS,Coaches Poll,2017,6,201706,4,Penn State,213,Big Ten,0,1379,0,2019-11-12 22:50:18
2181,FBS,Coaches Poll,2017,6,201706,5,Washington,264,Pac-12,0,1330,0,2019-11-12 22:50:18
2182,FBS,Coaches Poll,2017,6,201706,6,Georgia,61,SEC,0,1244,0,2019-11-12 22:50:18
2183,FBS,Coaches Poll,2017,6,201706,7,Michigan,130,Big Ten,0,1203,0,2019-11-12 22:50:18
2184,FBS,Coaches Poll,2017,6,201706,8,Wisconsin,275,Big Ten,0,1099,0,2019-11-12 22:50:18
2185,FBS,Coaches Poll,2017,6,201706,9,Ohio State,194,Big Ten,0,1091,0,2019-11-12 22:50:18
2186,FBS,Coaches Poll,2017,6,201706,10,TCU,2628,Big 12,0,1057,0,2019-11-12 22:50:18
2187,FBS,Coaches Poll,2017,6,201706,11,Washington State,265,Pac-12,0,936,0,2019-11-12 22:50:18
2188,FBS,Coaches Poll,2017,6,201706,12,Miami,2390,ACC,0,850,0,2019-11-12 22:50:18
2189,FBS,Coaches Poll,2017,6,201706,13,Auburn,2,SEC,0,782,0,2019-11-12 22:50:18
2190,FBS,Coaches Poll,2017,6,201706,14,Oklahoma State,197,Big 12,0,756,0,2019-11-12 22:50:18
2191,FBS,Coaches Poll,2017,6,201706,15,USC,30,Pac-12,0,745,0,2019-11-12 22:50:18
2192,FBS,Coaches Poll,2017,6,201706,16,South Florida,58,American Athletic,0,562,0,2019-11-12 22:50:18
2193,FBS,Coaches Poll,2017,6,201706,17,Louisville,97,ACC,0,550,0,2019-11-12 22:50:18
2194,FBS,Coaches Poll,2017,6,201706,18,Utah,254,Pac-12,0,503,0,2019-11-12 22:50:18
2195,FBS,Coaches Poll,2017,6,201706,19,Virginia Tech,259,ACC,0,455,0,2019-11-12 22:50:18
2196,FBS,Coaches Poll,2017,6,201706,20,Florida,57,SEC,0,382,0,2019-11-12 22:50:18
2197,FBS,Coaches Poll,2017,6,201706,21,San Diego State,21,Mountain West,0,371,0,2019-11-12 22:50:18
2198,FBS,Coaches Poll,2017,6,201706,22,Notre Dame,87,FBS Independents,0,241,0,2019-11-12 22:50:18
2199,FBS,Coaches Poll,2017,6,201706,23,West Virginia,277,Big 12,0,239,0,2019-11-12 22:50:18
2200,FBS,Coaches Poll,2017,6,201706,24,NC State,152,ACC,0,127,0,2019-11-12 22:50:18
2201,FBS,Coaches Poll,2017,6,201706,25,UCF,2116,American Athletic,0,60,0,2019-11-12 22:50:18
2202,FBS,AP Top 25,2017,5,201705,1,Alabama,333,SEC,52,1515,0,2019-11-12 22:50:18
2203,FBS,AP Top 25,2017,5,201705,2,Clemson,228,ACC,8,1458,0,2019-11-12 22:50:18
2204,FBS,AP Top 25,2017,5,201705,3,Oklahoma,201,Big 12,1,1397,0,2019-11-12 22:50:18
2205,FBS,AP Top 25,2017,5,201705,4,Penn State,213,Big Ten,0,1304,0,2019-11-12 22:50:18
2206,FBS,AP Top 25,2017,5,201705,5,USC,30,Pac-12,0,1247,0,2019-11-12 22:50:18
2207,FBS,AP Top 25,2017,5,201705,6,Washington,264,Pac-12,0,1188,0,2019-11-12 22:50:18
2208,FBS,AP Top 25,2017,5,201705,7,Georgia,61,SEC,0,1136,0,2019-11-12 22:50:18
2209,FBS,AP Top 25,2017,5,201705,8,Michigan,130,Big Ten,0,1088,0,2019-11-12 22:50:18
2210,FBS,AP Top 25,2017,5,201705,9,TCU,2628,Big 12,0,1028,0,2019-11-12 22:50:18
2211,FBS,AP Top 25,2017,5,201705,10,Wisconsin,275,Big Ten,0,1023,0,2019-11-12 22:50:18
2212,FBS,AP Top 25,2017,5,201705,11,Ohio State,194,Big Ten,0,1016,0,2019-11-12 22:50:18
2213,FBS,AP Top 25,2017,5,201705,12,Virginia Tech,259,ACC,0,828,0,2019-11-12 22:50:18
2214,FBS,AP Top 25,2017,5,201705,13,Auburn,2,SEC,0,701,0,2019-11-12 22:50:18
2215,FBS,AP Top 25,2017,5,201705,14,Miami,2390,ACC,0,693,0,2019-11-12 22:50:18
2216,FBS,AP Top 25,2017,5,201705,15,Oklahoma State,197,Big 12,0,665,0,2019-11-12 22:50:18
2217,FBS,AP Top 25,2017,5,201705,16,Washington State,265,Pac-12,0,551,0,2019-11-12 22:50:18
2218,FBS,AP Top 25,2017,5,201705,17,Louisville,97,ACC,0,502,0,2019-11-12 22:50:18
2219,FBS,AP Top 25,2017,5,201705,18,South Florida,58,American Athletic,0,406,0,2019-11-12 22:50:18
2220,FBS,AP Top 25,2017,5,201705,19,San Diego State,21,Mountain West,0,365,0,2019-11-12 22:50:18
2221,FBS,AP Top 25,2017,5,201705,20,Utah,254,Pac-12,0,356,0,2019-11-12 22:50:18
2222,FBS,AP Top 25,2017,5,201705,21,Florida,57,SEC,0,342,0,2019-11-12 22:50:18
2223,FBS,AP Top 25,2017,5,201705,22,Notre Dame,87,FBS Independents,0,246,0,2019-11-12 22:50:18
2224,FBS,AP Top 25,2017,5,201705,23,West Virginia,277,Big 12,0,212,0,2019-11-12 22:50:18
2225,FBS,AP Top 25,2017,5,201705,24,Mississippi State,344,SEC,0,148,0,2019-11-12 22:50:18
2226,FBS,AP Top 25,2017,5,201705,25,LSU,99,SEC,0,92,0,2019-11-12 22:50:18
2227,FBS,Coaches Poll,2017,5,201705,1,Alabama,333,SEC,59,1570,0,2019-11-12 22:50:18
2228,FBS,Coaches Poll,2017,5,201705,2,Clemson,228,ACC,4,1499,0,2019-11-12 22:50:18
2229,FBS,Coaches Poll,2017,5,201705,3,Oklahoma,201,Big 12,0,1443,0,2019-11-12 22:50:18
2230,FBS,Coaches Poll,2017,5,201705,4,Penn State,213,Big Ten,0,1328,0,2019-11-12 22:50:18
2231,FBS,Coaches Poll,2017,5,201705,5,USC,30,Pac-12,0,1306,0,2019-11-12 22:50:18
2232,FBS,Coaches Poll,2017,5,201705,6,Washington,264,Pac-12,0,1277,0,2019-11-12 22:50:18
2233,FBS,Coaches Poll,2017,5,201705,7,Michigan,130,Big Ten,0,1152,0,2019-11-12 22:50:18
2234,FBS,Coaches Poll,2017,5,201705,8,Georgia,61,SEC,0,1089,0,2019-11-12 22:50:18
2235,FBS,Coaches Poll,2017,5,201705,9,Ohio State,194,Big Ten,0,1066,0,2019-11-12 22:50:18
2236,FBS,Coaches Poll,2017,5,201705,10,Wisconsin,275,Big Ten,0,1029,0,2019-11-12 22:50:18
2237,FBS,Coaches Poll,2017,5,201705,11,TCU,2628,Big 12,0,985,0,2019-11-12 22:50:18
