,series_division,poll,season,week,season_week,rank,team,team_id,conference,first_place_votes,points,is_playoff_poll,last_updated
0,FBS,Playoff Committee Rankings,2019,12,201912,1,LSU,99,SEC,0,0,1,2019-11-12 22:50:18
1,FBS,Playoff Committee Rankings,2019,12,201912,2,Ohio State,194,Big Ten,0,0,1,2019-11-12 22:50:18
2,FBS,Playoff Committee Rankings,2019,12,201912,3,Clemson,228,ACC,0,0,1,2019-11-12 22:50:18
3,FBS,Playoff Committee Rankings,2019,12,201912,4,Georgia,61,SEC,0,0,1,2019-11-12 22:50:18
4,FBS,Playoff Committee Rankings,2019,12,201912,5,Alabama,333,SEC,0,0,1,2019-11-12 22:50:18
5,FBS,Playoff Committee Rankings,2019,12,201912,6,Oregon,2483,Pac-12,0,0,1,2019-11-12 22:50:18
6,FBS,Playoff Committee Rankings,2019,12,201912,7,Utah,254,Pac-12,0,0,1,2019-11-12 22:50:18
7,FBS,Playoff Committee Rankings,2019,12,201912,8,Minnesota,135,Big Ten,0,0,1,2019-11-12 22:50:18
8,FBS,Playoff Committee Rankings,2019,12,201912,9,Penn State,213,Big Ten,0,0,1,2019-11-12 22:50:18
9,FBS,Playoff Committee Rankings,2019,12,201912,10,Oklahoma,201,Big 12,0,0,1,2019-11-12 22:50:18
10,FBS,Playoff Committee Rankings,2019,12,201912,11,Florida,57,SEC,0,0,1,2019-11-12 22:50:18
11,FBS,Playoff Committee Rankings,2019,12,201912,12,Auburn,2,SEC,0,0,1,2019-11-12 22:50:18
12,FBS,Playoff Committee Rankings,2019,12,201912,13,Baylor,239,Big 12,0,0,1,2019-11-12 22:50:18
13,FBS,Playoff Committee Rankings,2019,12,201912,14,Wisconsin,275,Big Ten,0,0,1,2019-11-12 22:50:18
14,FBS,Playoff Committee Rankings,2019,12,201912,15,Michigan,130,Big Ten,0,0,1,2019-11-12 22:50:18
15,FBS,Playoff Committee Rankings,2019,12,201912,16,Notre Dame,87,FBS Independents,0,0,1,2019-11-12 22:50:18
16,FBS,Playoff Committee Rankings,2019,12,201912,17,Cincinnati,2132,American Athletic,0,0,1,2019-11-12 22:50:18
17,FBS,Playoff Committee Rankings,2019,12,201912,18,Memphis,235,American Athletic,0,0,1,2019-11-12 22:50:18
18,FBS,Playoff Committee Rankings,2019,12,201912,19,Texas,251,Big 12,0,0,1,2019-11-12 22:50:18
19,FBS,Playoff Committee Rankings,2019,12,201912,20,Iowa,2294,Big Ten,0,0,1,2019-11-12 22:50:18
20,FBS,Playoff Committee Rankings,2019,12,201912,21,Boise State,68,Mountain West,0,0,1,2019-11-12 22:50:18
21,FBS,Playoff Committee Rankings,2019,12,201912,22,Oklahoma State,197,Big 12,0,0,1,2019-11-12 22:50:18
22,FBS,Playoff Committee Rankings,2019,12,201912,23,Navy,2426,American Athletic,0,0,1,2019-11-12 22:50:18
23,FBS,Playoff Committee Rankings,2019,12,201912,24,Kansas State,2306,Big 12,0,0,1,2019-11-12 22:50:18
24,FBS,Playoff Committee Rankings,2019,12,201912,25,Appalachian State,2026,Sun Belt,0,0,1,2019-11-12 22:50:18
25,FBS,AP Top 25,2019,12,201912,1,LSU,99,SEC,54,1542,0,2019-11-12 22:50:18
26,FBS,AP Top 25,2019,12,201912,2,Ohio State,194,Big Ten,5,1480,0,2019-11-12 22:50:18
27,FBS,AP Top 25,2019,12,201912,3,Clemson,228,ACC,3,1441,0,2019-11-12 22:50:18
28,FBS,AP Top 25,2019,12,201912,4,Alabama,333,SEC,0,1312,0,2019-11-12 22:50:18
29,FBS,AP Top 25,2019,12,201912,5,Georgia,61,SEC,0,1267,0,2019-11-12 22:50:18
30,FBS,AP Top 25,2019,12,201912,6,Oregon,2483,Pac-12,0,1224,0,2019-11-12 22:50:18
31,FBS,AP Top 25,2019,12,201912,7,Minnesota,135,Big Ten,0,1164,0,2019-11-12 22:50:18
32,FBS,AP Top 25,2019,12,201912,8,Utah,254,Pac-12,0,1099,0,2019-11-12 22:50:18
33,FBS,AP Top 25,2019,12,201912,9,Penn State,213,Big Ten,0,1003,0,2019-11-12 22:50:18
34,FBS,AP Top 25,2019,12,201912,10,Oklahoma,201,Big 12,0,1000,0,2019-11-12 22:50:18
35,FBS,AP Top 25,2019,12,201912,11,Florida,57,SEC,0,934,0,2019-11-12 22:50:18
36,FBS,AP Top 25,2019,12,201912,12,Baylor,239,Big 12,0,932,0,2019-11-12 22:50:18
37,FBS,AP Top 25,2019,12,201912,13,Auburn,2,SEC,0,871,0,2019-11-12 22:50:18
38,FBS,AP Top 25,2019,12,201912,14,Michigan,130,Big Ten,0,744,0,2019-11-12 22:50:18
39,FBS,AP Top 25,2019,12,201912,15,Wisconsin,275,Big Ten,0,657,0,2019-11-12 22:50:18
40,FBS,AP Top 25,2019,12,201912,16,Notre Dame,87,FBS Independents,0,593,0,2019-11-12 22:50:18
41,FBS,AP Top 25,2019,12,201912,17,Cincinnati,2132,American Athletic,0,567,0,2019-11-12 22:50:18
42,FBS,AP Top 25,2019,12,201912,18,Memphis,235,American Athletic,0,510,0,2019-11-12 22:50:18
43,FBS,AP Top 25,2019,12,201912,19,Boise State,68,Mountain West,0,371,0,2019-11-12 22:50:18
44,FBS,AP Top 25,2019,12,201912,20,SMU,2567,American Athletic,0,346,0,2019-11-12 22:50:18
45,FBS,AP Top 25,2019,12,201912,21,Navy,2426,American Athletic,0,228,0,2019-11-12 22:50:18
46,FBS,AP Top 25,2019,12,201912,22,Texas,251,Big 12,0,199,0,2019-11-12 22:50:18
47,FBS,AP Top 25,2019,12,201912,23,Iowa,2294,Big Ten,0,197,0,2019-11-12 22:50:18
48,FBS,AP Top 25,2019,12,201912,24,Indiana,84,Big Ten,0,108,0,2019-11-12 22:50:18
49,FBS,AP Top 25,2019,12,201912,25,Oklahoma State,197,Big 12,0,77,0,2019-11-12 22:50:18
50,FBS,Coaches Poll,2019,12,201912,1,LSU,99,SEC,55,1591,0,2019-11-12 22:50:18
51,FBS,Coaches Poll,2019,12,201912,2,Ohio State,194,Big Ten,5,1523,0,2019-11-12 22:50:18
52,FBS,Coaches Poll,2019,12,201912,3,Clemson,228,ACC,4,1491,0,2019-11-12 22:50:18
53,FBS,Coaches Poll,2019,12,201912,4,Alabama,333,SEC,0,1356,0,2019-11-12 22:50:18
54,FBS,Coaches Poll,2019,12,201912,5,Georgia,61,SEC,0,1327,0,2019-11-12 22:50:18
55,FBS,Coaches Poll,2019,12,201912,6,Oregon,2483,Pac-12,0,1269,0,2019-11-12 22:50:18
56,FBS,Coaches Poll,2019,12,201912,7,Minnesota,135,Big Ten,0,1154,0,2019-11-12 22:50:18
57,FBS,Coaches Poll,2019,12,201912,8,Oklahoma,201,Big 12,0,1128,0,2019-11-12 22:50:18
58,FBS,Coaches Poll,2019,12,201912,9,Utah,254,Pac-12,0,1096,0,2019-11-12 22:50:18
59,FBS,Coaches Poll,2019,12,201912,10,Baylor,239,Big 12,0,1028,0,2019-11-12 22:50:18
60,FBS,Coaches Poll,2019,12,201912,11,Penn State,213,Big Ten,0,942,0,2019-11-12 22:50:18
61,FBS,Coaches Poll,2019,12,201912,12,Florida,57,SEC,0,937,0,2019-11-12 22:50:18
62,FBS,Coaches Poll,2019,12,201912,13,Auburn,2,SEC,0,863,0,2019-11-12 22:50:18
63,FBS,Coaches Poll,2019,12,201912,14,Michigan,130,Big Ten,0,731,0,2019-11-12 22:50:18
64,FBS,Coaches Poll,2019,12,201912,15,Wisconsin,275,Big Ten,0,670,0,2019-11-12 22:50:18
65,FBS,Coaches Poll,2019,12,201912,16,Notre Dame,87,FBS Independents,0,659,0,2019-11-12 22:50:18
66,FBS,Coaches Poll,2019,12,201912,17,Cincinnati,2132,American Athletic,0,590,0,2019-11-12 22:50:18
67,FBS,Coaches Poll,2019,12,201912,18,Memphis,235,American Athletic,0,517,0,2019-11-12 22:50:18
68,FBS,Coaches Poll,2019,12,201912,19,Boise State,68,Mountain West,0,452,0,2019-11-12 22:50:18
69,FBS,Coaches Poll,2019,12,201912,20,SMU,2567,American Athletic,0,326,0,2019-11-12 22:50:18
70,FBS,Coaches Poll,2019,12,201912,21,Navy,2426,American Athletic,0,249,0,2019-11-12 22:50:18
71,FBS,Coaches Poll,2019,12,201912,22,Iowa,2294,Big Ten,0,187,0,2019-11-12 22:50:18
72,FBS,Coaches Poll,2019,12,201912,23,Texas,251,Big 12,0,163,0,2019-11-12 22:50:18
73,FBS,Coaches Poll,2019,12,201912,24,Appalachian State,2026,Sun Belt,0,133,0,2019-11-12 22:50:18
74,FBS,Coaches Poll,2019,12,201912,25,Indiana,84,Big Ten,0,123,0,2019-11-12 22:50:18
75,FBS,Playoff Committee Rankings,2019,11,201911,1,Ohio State,194,Big Ten,0,0,1,2019-11-12 22:50:18
76,FBS,Playoff Committee Rankings,2019,11,201911,2,LSU,99,SEC,0,0,1,2019-11-12 22:50:18
77,FBS,Playoff Committee Rankings,2019,11,201911,3,Alabama,333,SEC,0,0,1,2019-11-12 22:50:18
78,FBS,Playoff Committee Rankings,2019,11,201911,4,Penn State,213,Big Ten,0,0,1,2019-11-12 22:50:18
79,FBS,Playoff Committee Rankings,2019,11,201911,5,Clemson,228,ACC,0,0,1,2019-11-12 22:50:18
80,FBS,Playoff Committee Rankings,2019,11,201911,6,Georgia,61,SEC,0,0,1,2019-11-12 22:50:18
81,FBS,Playoff Committee Rankings,2019,11,201911,7,Oregon,2483,Pac-12,0,0,1,2019-11-12 22:50:18
82,FBS,Playoff Committee Rankings,2019,11,201911,8,Utah,254,Pac-12,0,0,1,2019-11-12 22:50:18
83,FBS,Playoff Committee Rankings,2019,11,201911,9,Oklahoma,201,Big 12,0,0,1,2019-11-12 22:50:18
84,FBS,Playoff Committee Rankings,2019,11,201911,10,Florida,57,SEC,0,0,1,2019-11-12 22:50:18
85,FBS,Playoff Committee Rankings,2019,11,201911,11,Auburn,2,SEC,0,0,1,2019-11-12 22:50:18
86,FBS,Playoff Committee Rankings,2019,11,201911,12,Baylor,239,Big 12,0,0,1,2019-11-12 22:50:18
87,FBS,Playoff Committee Rankings,2019,11,201911,13,Wisconsin,275,Big Ten,0,0,1,2019-11-12 22:50:18
88,FBS,Playoff Committee Rankings,2019,11,201911,14,Michigan,130,Big Ten,0,0,1,2019-11-12 22:50:18
89,FBS,Playoff Committee Rankings,2019,11,201911,15,Notre Dame,87,FBS Independents,0,0,1,2019-11-12 22:50:18
90,FBS,Playoff Committee Rankings,2019,11,201911,16,Kansas State,2306,Big 12,0,0,1,2019-11-12 22:50:18
91,FBS,Playoff Committee Rankings,2019,11,201911,17,Minnesota,135,Big Ten,0,0,1,2019-11-12 22:50:18
92,FBS,Playoff Committee Rankings,2019,11,201911,18,Iowa,2294,Big Ten,0,0,1,2019-11-12 22:50:18
93,FBS,Playoff Committee Rankings,2019,11,201911,19,Wake Forest,154,ACC,0,0,1,2019-11-12 22:50:18
94,FBS,Playoff Committee Rankings,2019,11,201911,20,Cincinnati,2132,American Athletic,0,0,1,2019-11-12 22:50:18
95,FBS,Playoff Committee Rankings,2019,11,201911,21,Memphis,235,American Athletic,0,0,1,2019-11-12 22:50:18
96,FBS,Playoff Committee Rankings,2019,11,201911,22,Boise State,68,Mountain West,0,0,1,2019-11-12 22:50:18
97,FBS,Playoff Committee Rankings,2019,11,201911,23,Oklahoma State,197,Big 12,0,0,1,2019-11-12 22:50:18
98,FBS,Playoff Committee Rankings,2019,11,201911,24,Navy,2426,American Athletic,0,0,1,2019-11-12 22:50:18
99,FBS,Playoff Committee Rankings,2019,11,201911,25,SMU,2567,American Athletic,0,0,1,2019-11-12 22:50:18
100,FBS,AP Top 25,2019,11,201911,1,LSU,99,SEC,17,1479,0,2019-11-12 22:50:18
101,FBS,AP Top 25,2019,11,201911,2,Alabama,333,SEC,21,1472,0,2019-11-12 22:50:18
102,FBS,AP Top 25,2019,11,201911,3,Ohio State,194,Big Ten,17,1467,0,2019-11-12 22:50:18
103,FBS,AP Top 25,2019,11,201911,4,Clemson,228,ACC,7,1406,0,2019-11-12 22:50:18
104,FBS,AP Top 25,2019,11,201911,5,Penn State,213,Big Ten,0,1306,0,2019-11-12 22:50:18
105,FBS,AP Top 25,2019,11,201911,6,Georgia,61,SEC,0,1196,0,2019-11-12 22:50:18
106,FBS,AP Top 25,2019,11,201911,7,Oregon,2483,Pac-12,0,1180,0,2019-11-12 22:50:18
107,FBS,AP Top 25,2019,11,201911,8,Utah,254,Pac-12,0,1090,0,2019-11-12 22:50:18
108,FBS,AP Top 25,2019,11,201911,9,Oklahoma,201,Big 12,0,1045,0,2019-11-12 22:50:18
109,FBS,AP Top 25,2019,11,201911,10,Florida,57,SEC,0,938,0,2019-11-12 22:50:18
110,FBS,AP Top 25,2019,11,201911,11,Baylor,239,Big 12,0,909,0,2019-11-12 22:50:18
111,FBS,AP Top 25,2019,11,201911,12,Auburn,2,SEC,0,901,0,2019-11-12 22:50:18
112,FBS,AP Top 25,2019,11,201911,13,Minnesota,135,Big Ten,0,831,0,2019-11-12 22:50:18
113,FBS,AP Top 25,2019,11,201911,14,Michigan,130,Big Ten,0,780,0,2019-11-12 22:50:18
114,FBS,AP Top 25,2019,11,201911,15,Notre Dame,87,FBS Independents,0,571,0,2019-11-12 22:50:18
115,FBS,AP Top 25,2019,11,201911,16,Wisconsin,275,Big Ten,0,558,0,2019-11-12 22:50:18
116,FBS,AP Top 25,2019,11,201911,17,Cincinnati,2132,American Athletic,0,527,0,2019-11-12 22:50:18
117,FBS,AP Top 25,2019,11,201911,18,Iowa,2294,Big Ten,0,491,0,2019-11-12 22:50:18
118,FBS,AP Top 25,2019,11,201911,19,Memphis,235,American Athletic,0,448,0,2019-11-12 22:50:18
119,FBS,AP Top 25,2019,11,201911,20,Kansas State,2306,Big 12,0,364,0,2019-11-12 22:50:18
120,FBS,AP Top 25,2019,11,201911,21,Boise State,68,Mountain West,0,310,0,2019-11-12 22:50:18
121,FBS,AP Top 25,2019,11,201911,22,Wake Forest,154,ACC,0,296,0,2019-11-12 22:50:18
122,FBS,AP Top 25,2019,11,201911,23,SMU,2567,American Athletic,0,250,0,2019-11-12 22:50:18
123,FBS,AP Top 25,2019,11,201911,24,San Diego State,21,Mountain West,0,87,0,2019-11-12 22:50:18
124,FBS,AP Top 25,2019,11,201911,25,Navy,2426,American Athletic,0,83,0,2019-11-12 22:50:18
125,FBS,Coaches Poll,2019,11,201911,1,Alabama,333,SEC,37,1591,0,2019-11-12 22:50:18
126,FBS,Coaches Poll,2019,11,201911,2,LSU,99,SEC,11,1531,0,2019-11-12 22:50:18
127,FBS,Coaches Poll,2019,11,201911,3,Clemson,228,ACC,9,1495,0,2019-11-12 22:50:18
128,FBS,Coaches Poll,2019,11,201911,4,Ohio State,194,Big Ten,8,1492,0,2019-11-12 22:50:18
129,FBS,Coaches Poll,2019,11,201911,5,Penn State,213,Big Ten,0,1361,0,2019-11-12 22:50:18
130,FBS,Coaches Poll,2019,11,201911,6,Georgia,61,SEC,0,1263,0,2019-11-12 22:50:18
131,FBS,Coaches Poll,2019,11,201911,7,Oregon,2483,Pac-12,0,1236,0,2019-11-12 22:50:18
132,FBS,Coaches Poll,2019,11,201911,8,Oklahoma,201,Big 12,0,1143,0,2019-11-12 22:50:18
133,FBS,Coaches Poll,2019,11,201911,9,Utah,254,Pac-12,0,1111,0,2019-11-12 22:50:18
134,FBS,Coaches Poll,2019,11,201911,10,Baylor,239,Big 12,0,980,0,2019-11-12 22:50:18
135,FBS,Coaches Poll,2019,11,201911,11,Florida,57,SEC,0,941,0,2019-11-12 22:50:18
136,FBS,Coaches Poll,2019,11,201911,12,Auburn,2,SEC,0,914,0,2019-11-12 22:50:18
137,FBS,Coaches Poll,2019,11,201911,13,Minnesota,135,Big Ten,0,880,0,2019-11-12 22:50:18
138,FBS,Coaches Poll,2019,11,201911,14,Michigan,130,Big Ten,0,746,0,2019-11-12 22:50:18
139,FBS,Coaches Poll,2019,11,201911,15,Notre Dame,87,FBS Independents,0,660,0,2019-11-12 22:50:18
140,FBS,Coaches Poll,2019,11,201911,16,Wisconsin,275,Big Ten,0,591,0,2019-11-12 22:50:18
141,FBS,Coaches Poll,2019,11,201911,17,Cincinnati,2132,American Athletic,0,549,0,2019-11-12 22:50:18
142,FBS,Coaches Poll,2019,11,201911,18,Iowa,2294,Big Ten,0,527,0,2019-11-12 22:50:18
143,FBS,Coaches Poll,2019,11,201911,19,Memphis,235,American Athletic,0,418,0,2019-11-12 22:50:18
144,FBS,Coaches Poll,2019,11,201911,20,Wake Forest,154,ACC,0,392,0,2019-11-12 22:50:18
145,FBS,Coaches Poll,2019,11,201911,21,Boise State,68,Mountain West,0,388,0,2019-11-12 22:50:18
146,FBS,Coaches Poll,2019,11,201911,22,Kansas State,2306,Big 12,0,265,0,2019-11-12 22:50:18
147,FBS,Coaches Poll,2019,11,201911,23,SMU,2567,American Athletic,0,235,0,2019-11-12 22:50:18
148,FBS,Coaches Poll,2019,11,201911,24,San Diego State,21,Mountain West,0,105,0,2019-11-12 22:50:18
149,FBS,Coaches Poll,2019,11,201911,25,Navy,2426,American Athletic,0,92,0,2019-11-12 22:50:18
150,FBS,AP Top 25,2019,10,201910,1,LSU,99,SEC,17,1476,0,2019-11-12 22:50:18
151,FBS,AP Top 25,2019,10,201910,2,Alabama,333,SEC,21,1474,0,2019-11-12 22:50:18
152,FBS,AP Top 25,2019,10,201910,3,Ohio State,194,Big Ten,17,1468,0,2019-11-12 22:50:18
153,FBS,AP Top 25,2019,10,201910,4,Clemson,228,ACC,7,1406,0,2019-11-12 22:50:18
154,FBS,AP Top 25,2019,10,201910,5,Penn State,213,Big Ten,0,1302,0,2019-11-12 22:50:18
155,FBS,AP Top 25,2019,10,201910,6,Florida,57,SEC,0,1226,0,2019-11-12 22:50:18
156,FBS,AP Top 25,2019,10,201910,7,Oregon,2483,Pac-12,0,1108,0,2019-11-12 22:50:18
157,FBS,AP Top 25,2019,10,201910,8,Georgia,61,SEC,0,1093,0,2019-11-12 22:50:18
158,FBS,AP Top 25,2019,10,201910,9,Utah,254,Pac-12,0,1032,0,2019-11-12 22:50:18
159,FBS,AP Top 25,2019,10,201910,10,Oklahoma,201,Big 12,0,1017,0,2019-11-12 22:50:18
160,FBS,AP Top 25,2019,10,201910,11,Auburn,2,SEC,0,910,0,2019-11-12 22:50:18
161,FBS,AP Top 25,2019,10,201910,12,Baylor,239,Big 12,0,882,0,2019-11-12 22:50:18
162,FBS,AP Top 25,2019,10,201910,13,Minnesota,135,Big Ten,0,778,0,2019-11-12 22:50:18
163,FBS,AP Top 25,2019,10,201910,14,Michigan,130,Big Ten,0,744,0,2019-11-12 22:50:18
164,FBS,AP Top 25,2019,10,201910,15,SMU,2567,American Athletic,0,666,0,2019-11-12 22:50:18
165,FBS,AP Top 25,2019,10,201910,16,Notre Dame,87,FBS Independents,0,563,0,2019-11-12 22:50:18
166,FBS,AP Top 25,2019,10,201910,17,Cincinnati,2132,American Athletic,0,524,0,2019-11-12 22:50:18
167,FBS,AP Top 25,2019,10,201910,18,Wisconsin,275,Big Ten,0,513,0,2019-11-12 22:50:18
168,FBS,AP Top 25,2019,10,201910,19,Iowa,2294,Big Ten,0,456,0,2019-11-12 22:50:18
169,FBS,AP Top 25,2019,10,201910,20,Appalachian State,2026,Sun Belt,0,393,0,2019-11-12 22:50:18
170,FBS,AP Top 25,2019,10,201910,21,Boise State,68,Mountain West,0,280,0,2019-11-12 22:50:18
171,FBS,AP Top 25,2019,10,201910,22,Kansas State,2306,Big 12,0,218,0,2019-11-12 22:50:18
172,FBS,AP Top 25,2019,10,201910,23,Wake Forest,154,ACC,0,200,0,2019-11-12 22:50:18
173,FBS,AP Top 25,2019,10,201910,24,Memphis,235,American Athletic,0,188,0,2019-11-12 22:50:18
174,FBS,AP Top 25,2019,10,201910,25,San Diego State,21,Mountain West,0,50,0,2019-11-12 22:50:18
175,FBS,Coaches Poll,2019,10,201910,1,Alabama,333,SEC,40,1593,0,2019-11-12 22:50:18
176,FBS,Coaches Poll,2019,10,201910,2,LSU,99,SEC,7,1515,0,2019-11-12 22:50:18
177,FBS,Coaches Poll,2019,10,201910,3,Clemson,228,ACC,10,1508,0,2019-11-12 22:50:18
178,FBS,Coaches Poll,2019,10,201910,4,Ohio State,194,Big Ten,8,1491,0,2019-11-12 22:50:18
179,FBS,Coaches Poll,2019,10,201910,5,Penn State,213,Big Ten,0,1359,0,2019-11-12 22:50:18
180,FBS,Coaches Poll,2019,10,201910,6,Florida,57,SEC,0,1271,0,2019-11-12 22:50:18
181,FBS,Coaches Poll,2019,10,201910,7,Georgia,61,SEC,0,1180,0,2019-11-12 22:50:18
182,FBS,Coaches Poll,2019,10,201910,8,Oregon,2483,Pac-12,0,1163,0,2019-11-12 22:50:18
183,FBS,Coaches Poll,2019,10,201910,9,Oklahoma,201,Big 12,0,1069,0,2019-11-12 22:50:18
184,FBS,Coaches Poll,2019,10,201910,10,Utah,254,Pac-12,0,1048,0,2019-11-12 22:50:18
185,FBS,Coaches Poll,2019,10,201910,11,Baylor,239,Big 12,0,921,0,2019-11-12 22:50:18
186,FBS,Coaches Poll,2019,10,201910,12,Auburn,2,SEC,0,869,0,2019-11-12 22:50:18
187,FBS,Coaches Poll,2019,10,201910,13,Minnesota,135,Big Ten,0,840,0,2019-11-12 22:50:18
188,FBS,Coaches Poll,2019,10,201910,14,SMU,2567,American Athletic,0,727,0,2019-11-12 22:50:18
189,FBS,Coaches Poll,2019,10,201910,15,Michigan,130,Big Ten,0,652,0,2019-11-12 22:50:18
190,FBS,Coaches Poll,2019,10,201910,16,Notre Dame,87,FBS Independents,0,624,0,2019-11-12 22:50:18
191,FBS,Coaches Poll,2019,10,201910,17,Wisconsin,275,Big Ten,0,537,0,2019-11-12 22:50:18
192,FBS,Coaches Poll,2019,10,201910,18,Cincinnati,2132,American Athletic,0,523,0,2019-11-12 22:50:18
193,FBS,Coaches Poll,2019,10,201910,19,Iowa,2294,Big Ten,0,492,0,2019-11-12 22:50:18
194,FBS,Coaches Poll,2019,10,201910,20,Appalachian State,2026,Sun Belt,0,398,0,2019-11-12 22:50:18
195,FBS,Coaches Poll,2019,10,201910,21,Boise State,68,Mountain West,0,382,0,2019-11-12 22:50:18
196,FBS,Coaches Poll,2019,10,201910,22,Wake Forest,154,ACC,0,280,0,2019-11-12 22:50:18
197,FBS,Coaches Poll,2019,10,201910,23,Memphis,235,American Athletic,0,187,0,2019-11-12 22:50:18
198,FBS,Coaches Poll,2019,10,201910,24,Texas,251,Big 12,0,104,0,2019-11-12 22:50:18
199,FBS,Coaches Poll,2019,10,201910,25,Kansas State,2306,Big 12,0,102,0,2019-11-12 22:50:18
200,FBS,AP Top 25,2019,9,201909,1,Alabama,333,SEC,24,1486,0,2019-11-12 22:50:18
201,FBS,AP Top 25,2019,9,201909,2,LSU,99,SEC,16,1462,0,2019-11-12 22:50:18
202,FBS,AP Top 25,2019,9,201909,3,Ohio State,194,Big Ten,13,1429,0,2019-11-12 22:50:18
203,FBS,AP Top 25,2019,9,201909,4,Clemson,228,ACC,9,1408,0,2019-11-12 22:50:18
204,FBS,AP Top 25,2019,9,201909,5,Oklahoma,201,Big 12,0,1343,0,2019-11-12 22:50:18
205,FBS,AP Top 25,2019,9,201909,6,Penn State,213,Big Ten,0,1224,0,2019-11-12 22:50:18
206,FBS,AP Top 25,2019,9,201909,7,Florida,57,SEC,0,1138,0,2019-11-12 22:50:18
207,FBS,AP Top 25,2019,9,201909,8,Notre Dame,87,FBS Independents,0,1058,0,2019-11-12 22:50:18
208,FBS,AP Top 25,2019,9,201909,9,Auburn,2,SEC,0,1054,0,2019-11-12 22:50:18
209,FBS,AP Top 25,2019,9,201909,10,Georgia,61,SEC,0,1031,0,2019-11-12 22:50:18
210,FBS,AP Top 25,2019,9,201909,11,Oregon,2483,Pac-12,0,979,0,2019-11-12 22:50:18
211,FBS,AP Top 25,2019,9,201909,12,Utah,254,Pac-12,0,852,0,2019-11-12 22:50:18
212,FBS,AP Top 25,2019,9,201909,13,Wisconsin,275,Big Ten,0,767,0,2019-11-12 22:50:18
213,FBS,AP Top 25,2019,9,201909,14,Baylor,239,Big 12,0,732,0,2019-11-12 22:50:18
214,FBS,AP Top 25,2019,9,201909,15,Texas,251,Big 12,0,627,0,2019-11-12 22:50:18
215,FBS,AP Top 25,2019,9,201909,16,SMU,2567,American Athletic,0,587,0,2019-11-12 22:50:18
216,FBS,AP Top 25,2019,9,201909,17,Minnesota,135,Big Ten,0,577,0,2019-11-12 22:50:18
217,FBS,AP Top 25,2019,9,201909,18,Cincinnati,2132,American Athletic,0,468,0,2019-11-12 22:50:18
218,FBS,AP Top 25,2019,9,201909,19,Michigan,130,Big Ten,0,440,0,2019-11-12 22:50:18
219,FBS,AP Top 25,2019,9,201909,20,Iowa,2294,Big Ten,0,347,0,2019-11-12 22:50:18
220,FBS,AP Top 25,2019,9,201909,21,Appalachian State,2026,Sun Belt,0,286,0,2019-11-12 22:50:18
221,FBS,AP Top 25,2019,9,201909,22,Boise State,68,Mountain West,0,225,0,2019-11-12 22:50:18
222,FBS,AP Top 25,2019,9,201909,23,Iowa State,66,Big 12,0,185,0,2019-11-12 22:50:18
223,FBS,AP Top 25,2019,9,201909,24,Arizona State,9,Pac-12,0,134,0,2019-11-12 22:50:18
224,FBS,AP Top 25,2019,9,201909,25,Wake Forest,154,ACC,0,118,0,2019-11-12 22:50:18
225,FBS,Coaches Poll,2019,9,201909,1,Alabama,333,SEC,44,1602,0,2019-11-12 22:50:18
226,FBS,Coaches Poll,2019,9,201909,2,Clemson,228,ACC,10,1511,0,2019-11-12 22:50:18
227,FBS,Coaches Poll,2019,9,201909,3,LSU,99,SEC,3,1486,0,2019-11-12 22:50:18
228,FBS,Coaches Poll,2019,9,201909,4,Ohio State,194,Big Ten,8,1461,0,2019-11-12 22:50:18
229,FBS,Coaches Poll,2019,9,201909,5,Oklahoma,201,Big 12,0,1408,0,2019-11-12 22:50:18
230,FBS,Coaches Poll,2019,9,201909,6,Penn State,213,Big Ten,0,1283,0,2019-11-12 22:50:18
231,FBS,Coaches Poll,2019,9,201909,7,Notre Dame,87,FBS Independents,0,1160,0,2019-11-12 22:50:18
232,FBS,Coaches Poll,2019,9,201909,8,Florida,57,SEC,0,1151,0,2019-11-12 22:50:18
233,FBS,Coaches Poll,2019,9,201909,9,Georgia,61,SEC,0,1099,0,2019-11-12 22:50:18
234,FBS,Coaches Poll,2019,9,201909,10,Auburn,2,SEC,0,1071,0,2019-11-12 22:50:18
235,FBS,Coaches Poll,2019,9,201909,11,Oregon,2483,Pac-12,0,1011,0,2019-11-12 22:50:18
236,FBS,Coaches Poll,2019,9,201909,12,Utah,254,Pac-12,0,858,0,2019-11-12 22:50:18
237,FBS,Coaches Poll,2019,9,201909,13,Wisconsin,275,Big Ten,0,824,0,2019-11-12 22:50:18
238,FBS,Coaches Poll,2019,9,201909,14,Baylor,239,Big 12,0,730,0,2019-11-12 22:50:18
239,FBS,Coaches Poll,2019,9,201909,15,Texas,251,Big 12,0,722,0,2019-11-12 22:50:18
240,FBS,Coaches Poll,2019,9,201909,16,Minnesota,135,Big Ten,0,631,0,2019-11-12 22:50:18
241,FBS,Coaches Poll,2019,9,201909,17,SMU,2567,American Athletic,0,609,0,2019-11-12 22:50:18
242,FBS,Coaches Poll,2019,9,201909,18,Cincinnati,2132,American Athletic,0,461,0,2019-11-12 22:50:18
243,FBS,Coaches Poll,2019,9,201909,19,Iowa,2294,Big Ten,0,373,0,2019-11-12 22:50:18
244,FBS,Coaches Poll,2019,9,201909,20,Michigan,130,Big Ten,0,369,0,2019-11-12 22:50:18
245,FBS,Coaches Poll,2019,9,201909,21,Boise State,68,Mountain West,0,308,0,2019-11-12 22:50:18
