,year,team_id,team,talent,last_updated
745,2018,62,Hawai'i,343.97,2019-11-12 22:50:18
746,2018,295,Old Dominion,333.18,2019-11-12 22:50:18
747,2018,2433,Louisiana Monroe,326.66,2019-11-12 22:50:18
748,2018,2429,Charlotte,311.0,2019-11-12 22:50:18
749,2018,290,Georgia Southern,303.12,2019-11-12 22:50:18
750,2018,326,Texas State,302.55,2019-11-12 22:50:18
751,2018,324,Coastal Carolina,284.24,2019-11-12 22:50:18
752,2018,166,New Mexico State,249.32,2019-11-12 22:50:18
753,2018,349,Army,230.75,2019-11-12 22:50:18
754,2018,2005,Air Force,186.27,2019-11-12 22:50:18
755,2018,55,Jacksonville State,174.86,2019-11-12 22:50:18
756,2018,2261,Hampton,149.11,2019-11-12 22:50:18
757,2018,256,James Madison,147.11,2019-11-12 22:50:18
758,2018,2545,Southeastern Louisiana,135.64,2019-11-12 22:50:18
759,2018,2534,Sam Houston State,133.13,2019-11-12 22:50:18
760,2018,2534,Sam Houston State,133.13,2019-11-12 22:50:18
761,2018,2046,Austin Peay,123.4,2019-11-12 22:50:18
762,2018,2011,Alabama State,118.68,2019-11-12 22:50:18
763,2018,2184,Duquesne,113.21,2019-11-12 22:50:18
764,2018,236,Chattanooga,112.15,2019-11-12 22:50:18
765,2018,2287,Illinois State,109.44,2019-11-12 22:50:18
766,2018,79,Southern Illinois,108.59,2019-11-12 22:50:18
767,2018,2198,Eastern Kentucky,107.58,2019-11-12 22:50:18
768,2018,2619,Stony Brook,106.51,2019-11-12 22:50:18
769,2018,147,Montana State,98.98,2019-11-12 22:50:18
770,2018,2630,UT Martin,98.34,2019-11-12 22:50:18
771,2018,2335,Liberty,93.99,2019-11-12 22:50:18
772,2018,70,Idaho,87.35,2019-11-12 22:50:18
773,2018,338,Kennesaw State,86.45,2019-11-12 22:50:18
774,2018,2502,Portland State,85.83,2019-11-12 22:50:18
775,2018,2464,Northern Arizona,85.03,2019-11-12 22:50:18
776,2018,2535,Samford,84.29,2019-11-12 22:50:18
777,2018,2449,North Dakota State,83.68,2019-11-12 22:50:18
778,2018,119,Towson,83.58,2019-11-12 22:50:18
779,2018,2640,Texas Southern,83.08,2019-11-12 22:50:18
780,2018,2634,Tennessee State,82.27,2019-11-12 22:50:18
781,2018,257,Richmond,82.2,2019-11-12 22:50:18
782,2018,48,Delaware,79.23,2019-11-12 22:50:18
783,2018,2754,Youngstown State,70.45,2019-11-12 22:50:18
784,2018,2755,Grambling,69.99,2019-11-12 22:50:18
785,2018,2546,Southeast Missouri State,69.85,2019-11-12 22:50:18
786,2018,2710,Western Illinois,66.84,2019-11-12 22:50:18
787,2018,2447,Nicholls,66.08,2019-11-12 22:50:18
788,2018,227,Rhode Island,62.64,2019-11-12 22:50:18
789,2018,2065,Bethune-Cookman,61.9,2019-11-12 22:50:18
790,2018,231,Furman,59.57,2019-11-12 22:50:18
791,2018,2097,Campbell,58.46,2019-11-12 22:50:18
792,2018,2450,Norfolk State,56.44,2019-11-12 22:50:18
793,2018,2623,Missouri State,53.43,2019-11-12 22:50:18
794,2018,2692,Weber State,51.74,2019-11-12 22:50:18
795,2018,2127,Charleston Southern,51.01,2019-11-12 22:50:18
796,2018,149,Montana,49.16,2019-11-12 22:50:18
797,2018,2504,Prairie View,47.1,2019-11-12 22:50:18
798,2018,2617,Stephen F. Austin,46.25,2019-11-12 22:50:18
799,2018,2377,McNeese,43.55,2019-11-12 22:50:18
800,2018,2000,Abilene Christian,43.1,2019-11-12 22:50:18
801,2018,2448,North Carolina A&T,39.98,2019-11-12 22:50:18
802,2018,50,Florida A&M,39.57,2019-11-12 22:50:18
803,2018,93,Murray State,37.82,2019-11-12 22:50:18
804,2018,13,Cal Poly,37.28,2019-11-12 22:50:18
805,2018,2717,Western Carolina,35.54,2019-11-12 22:50:18
806,2018,2415,Morgan State,35.38,2019-11-12 22:50:18
807,2018,2193,East Tennessee State,35.09,2019-11-12 22:50:18
808,2018,2460,Northern Iowa,34.7,2019-11-12 22:50:18
809,2018,2681,Wagner,32.77,2019-11-12 22:50:18
810,2018,2086,Butler,31.53,2019-11-12 22:50:18
811,2018,399,Albany,31.53,2019-11-12 22:50:18
812,2018,2428,North Carolina Central,31.0,2019-11-12 22:50:18
813,2018,2453,North Alabama,30.02,2019-11-12 22:50:18
814,2018,2643,The Citadel,29.01,2019-11-12 22:50:18
815,2018,2571,South Dakota State,28.73,2019-11-12 22:50:18
816,2018,2729,William & Mary,28.69,2019-11-12 22:50:18
817,2018,2405,Monmouth,28.13,2019-11-12 22:50:18
818,2018,2635,Tennessee Tech,27.77,2019-11-12 22:50:18
819,2018,163,Princeton,27.29,2019-11-12 22:50:18
820,2018,2569,South Carolina State,27.01,2019-11-12 22:50:18
821,2018,2277,Houston Baptist,26.8,2019-11-12 22:50:18
822,2018,2803,Bryant,24.33,2019-11-12 22:50:18
823,2018,155,North Dakota,23.99,2019-11-12 22:50:18
824,2018,282,Indiana State,23.88,2019-11-12 22:50:18
825,2018,2110,Central Arkansas,23.59,2019-11-12 22:50:18
826,2018,2916,Incarnate Word,23.03,2019-11-12 22:50:18
827,2018,233,South Dakota,22.43,2019-11-12 22:50:18
828,2018,2582,Southern,22.25,2019-11-12 22:50:18
829,2018,2169,Delaware State,21.32,2019-11-12 22:50:18
830,2018,2466,Northwestern State,20.95,2019-11-12 22:50:18
831,2018,304,Idaho State,20.5,2019-11-12 22:50:18
832,2018,16,Sacramento State,20.45,2019-11-12 22:50:18
833,2018,2016,Alcorn State,20.41,2019-11-12 22:50:18
834,2018,331,Eastern Washington,19.95,2019-11-12 22:50:18
835,2018,2529,Sacred Heart,19.62,2019-11-12 22:50:18
836,2018,311,Maine,18.93,2019-11-12 22:50:18
837,2018,47,Howard,17.6,2019-11-12 22:50:18
838,2018,294,Jacksonville,17.49,2019-11-12 22:50:18
839,2018,2230,Fordham,15.33,2019-11-12 22:50:18
840,2018,2296,Jackson State,14.46,2019-11-12 22:50:18
841,2018,2241,Gardner-Webb,14.11,2019-11-12 22:50:18
842,2018,2382,Mercer,13.96,2019-11-12 22:50:18
843,2018,2320,Lamar,13.91,2019-11-12 22:50:18
844,2018,172,Cornell,13.71,2019-11-12 22:50:18
845,2018,2458,Northern Colorado,13.41,2019-11-12 22:50:18
846,2018,56,Stetson,13.33,2019-11-12 22:50:18
847,2018,108,Harvard,13.33,2019-11-12 22:50:18
848,2018,2598,St Francis (PA),13.0,2019-11-12 22:50:18
849,2018,2678,VMI,11.9,2019-11-12 22:50:18
850,2018,253,Southern Utah,11.84,2019-11-12 22:50:18
851,2018,46,Georgetown,11.1,2019-11-12 22:50:18
852,2018,2181,Drake,11.1,2019-11-12 22:50:18
853,2018,2523,Robert Morris,9.24,2019-11-12 22:50:18
854,2018,2029,Arkansas-Pine Bluff,8.98,2019-11-12 22:50:18
855,2018,2168,Dayton,8.88,2019-11-12 22:50:18
856,2018,107,Holy Cross,7.31,2019-11-12 22:50:18
857,2018,2115,Central Connecticut,7.09,2019-11-12 22:50:18
858,2018,2197,Eastern Illinois,6.75,2019-11-12 22:50:18
859,2018,2329,Lehigh,6.66,2019-11-12 22:50:18
860,2018,2210,Elon,6.66,2019-11-12 22:50:18
861,2018,2368,Marist,4.44,2019-11-12 22:50:18
862,2018,43,Yale,3.3,2019-11-12 22:50:18
863,2019,333,Alabama,984.96,2019-11-12 22:50:18
864,2019,194,Ohio State,973.56,2019-11-12 22:50:18
865,2019,61,Georgia,960.16,2019-11-12 22:50:18
866,2019,30,USC,915.56,2019-11-12 22:50:18
867,2019,99,LSU,906.17,2019-11-12 22:50:18
868,2019,52,Florida State,878.07,2019-11-12 22:50:18
869,2019,251,Texas,877.91,2019-11-12 22:50:18
870,2019,201,Oklahoma,869.53,2019-11-12 22:50:18
871,2019,228,Clemson,863.03,2019-11-12 22:50:18
872,2019,213,Penn State,857.34,2019-11-12 22:50:18
873,2019,130,Michigan,853.4,2019-11-12 22:50:18
874,2019,245,Texas A&M,848.89,2019-11-12 22:50:18
875,2019,2,Auburn,843.93,2019-11-12 22:50:18
876,2019,87,Notre Dame,843.29,2019-11-12 22:50:18
877,2019,57,Florida,835.68,2019-11-12 22:50:18
878,2019,2633,Tennessee,830.34,2019-11-12 22:50:18
879,2019,2483,Oregon,817.7,2019-11-12 22:50:18
880,2019,2390,Miami,815.12,2019-11-12 22:50:18
881,2019,264,Washington,801.33,2019-11-12 22:50:18
882,2019,24,Stanford,787.59,2019-11-12 22:50:18
883,2019,2579,South Carolina,762.68,2019-11-12 22:50:18
884,2019,26,UCLA,741.4,2019-11-12 22:50:18
885,2019,344,Mississippi State,732.68,2019-11-12 22:50:18
886,2019,158,Nebraska,729.47,2019-11-12 22:50:18
887,2019,145,Ole Miss,717.92,2019-11-12 22:50:18
888,2019,8,Arkansas,707.72,2019-11-12 22:50:18
889,2019,120,Maryland,703.94,2019-11-12 22:50:18
890,2019,153,North Carolina,697.75,2019-11-12 22:50:18
891,2019,259,Virginia Tech,696.39,2019-11-12 22:50:18
892,2019,2628,TCU,691.63,2019-11-12 22:50:18
893,2019,127,Michigan State,688.74,2019-11-12 22:50:18
894,2019,9,Arizona State,686.44,2019-11-12 22:50:18
895,2019,275,Wisconsin,675.8,2019-11-12 22:50:18
896,2019,96,Kentucky,672.74,2019-11-12 22:50:18
897,2019,239,Baylor,668.9,2019-11-12 22:50:18
898,2019,152,NC State,668.85,2019-11-12 22:50:18
899,2019,356,Illinois,661.73,2019-11-12 22:50:18
900,2019,97,Louisville,645.84,2019-11-12 22:50:18
901,2019,197,Oklahoma State,644.42,2019-11-12 22:50:18
902,2019,142,Missouri,642.83,2019-11-12 22:50:18
903,2019,277,West Virginia,639.11,2019-11-12 22:50:18
904,2019,221,Pittsburgh,637.95,2019-11-12 22:50:18
905,2019,2294,Iowa,637.65,2019-11-12 22:50:18
906,2019,150,Duke,633.24,2019-11-12 22:50:18
907,2019,59,Georgia Tech,629.1,2019-11-12 22:50:18
908,2019,135,Minnesota,621.36,2019-11-12 22:50:18
909,2019,254,Utah,620.35,2019-11-12 22:50:18
910,2019,38,Colorado,614.27,2019-11-12 22:50:18
911,2019,77,Northwestern,612.62,2019-11-12 22:50:18
912,2019,25,California,611.58,2019-11-12 22:50:18
913,2019,2509,Purdue,607.4,2019-11-12 22:50:18
914,2019,238,Vanderbilt,605.06,2019-11-12 22:50:18
915,2019,84,Indiana,603.81,2019-11-12 22:50:18
916,2019,2116,UCF,598.57,2019-11-12 22:50:18
917,2019,248,Houston,597.62,2019-11-12 22:50:18
918,2019,66,Iowa State,597.15,2019-11-12 22:50:18
919,2019,204,Oregon State,595.5,2019-11-12 22:50:18
920,2019,164,Rutgers,587.28,2019-11-12 22:50:18
921,2019,258,Virginia,580.28,2019-11-12 22:50:18
922,2019,2641,Texas Tech,577.21,2019-11-12 22:50:18
923,2019,2132,Cincinnati,576.61,2019-11-12 22:50:18
924,2019,183,Syracuse,574.82,2019-11-12 22:50:18
925,2019,12,Arizona,570.07,2019-11-12 22:50:18
926,2019,2567,SMU,565.15,2019-11-12 22:50:18
927,2019,103,Boston College,564.95,2019-11-12 22:50:18
928,2019,154,Wake Forest,563.24,2019-11-12 22:50:18
929,2019,68,Boise State,561.42,2019-11-12 22:50:18
930,2019,252,BYU,560.78,2019-11-12 22:50:18
931,2019,58,South Florida,559.66,2019-11-12 22:50:18
932,2019,265,Washington State,556.27,2019-11-12 22:50:18
933,2019,235,Memphis,551.97,2019-11-12 22:50:18
934,2019,2306,Kansas State,543.49,2019-11-12 22:50:18
935,2019,2229,Florida International,532.88,2019-11-12 22:50:18
936,2019,2305,Kansas,528.62,2019-11-12 22:50:18
937,2019,2226,Florida Atlantic,524.02,2019-11-12 22:50:18
938,2019,36,Colorado State,518.83,2019-11-12 22:50:18
939,2019,21,San Diego State,504.19,2019-11-12 22:50:18
940,2019,2348,Louisiana Tech,501.25,2019-11-12 22:50:18
941,2019,276,Marshall,489.63,2019-11-12 22:50:18
942,2019,218,Temple,489.03,2019-11-12 22:50:18
943,2019,2655,Tulane,486.98,2019-11-12 22:50:18
944,2019,98,Western Kentucky,486.97,2019-11-12 22:50:18
945,2019,278,Fresno State,482.79,2019-11-12 22:50:18
946,2019,2636,UT San Antonio,471.36,2019-11-12 22:50:18
947,2019,151,East Carolina,468.23,2019-11-12 22:50:18
948,2019,2439,UNLV,462.72,2019-11-12 22:50:18
949,2019,2440,Nevada,461.96,2019-11-12 22:50:18
950,2019,249,North Texas,457.24,2019-11-12 22:50:18
951,2019,2572,Southern Mississippi,456.29,2019-11-12 22:50:18
952,2019,2711,Western Michigan,452.05,2019-11-12 22:50:18
953,2019,2649,Toledo,451.43,2019-11-12 22:50:18
954,2019,2393,Middle Tennessee,450.79,2019-11-12 22:50:18
955,2019,2032,Arkansas State,447.87,2019-11-12 22:50:18
956,2019,5,UAB,441.81,2019-11-12 22:50:18
957,2019,23,San José State,433.33,2019-11-12 22:50:18
958,2019,202,Tulsa,424.54,2019-11-12 22:50:18
959,2019,328,Utah State,424.16,2019-11-12 22:50:18
960,2019,62,Hawai'i,420.99,2019-11-12 22:50:18
961,2019,2117,Central Michigan,416.63,2019-11-12 22:50:18
962,2019,41,Connecticut,412.55,2019-11-12 22:50:18
963,2019,2026,Appalachian State,412.32,2019-11-12 22:50:18
964,2019,290,Georgia Southern,411.8,2019-11-12 22:50:18
965,2019,309,Louisiana,406.49,2019-11-12 22:50:18
966,2019,167,New Mexico,401.9,2019-11-12 22:50:18
967,2019,2459,Northern Illinois,397.98,2019-11-12 22:50:18
968,2019,2751,Wyoming,397.9,2019-11-12 22:50:18
969,2019,242,Rice,397.04,2019-11-12 22:50:18
970,2019,2653,Troy,388.67,2019-11-12 22:50:18
971,2019,2429,Charlotte,386.38,2019-11-12 22:50:18
972,2019,6,South Alabama,381.38,2019-11-12 22:50:18
973,2019,295,Old Dominion,374.74,2019-11-12 22:50:18
974,2019,2247,Georgia State,369.05,2019-11-12 22:50:18
975,2019,193,Miami (OH),359.14,2019-11-12 22:50:18
976,2019,113,UMass,358.88,2019-11-12 22:50:18
977,2019,2638,UTEP,355.31,2019-11-12 22:50:18
978,2019,326,Texas State,348.47,2019-11-12 22:50:18
979,2019,2433,Louisiana Monroe,346.03,2019-11-12 22:50:18
980,2019,195,Ohio,337.17,2019-11-12 22:50:18
981,2019,2426,Navy,335.4,2019-11-12 22:50:18
982,2019,2050,Ball State,327.92,2019-11-12 22:50:18
983,2019,2199,Eastern Michigan,317.49,2019-11-12 22:50:18
984,2019,189,Bowling Green,315.44,2019-11-12 22:50:18
985,2019,2309,Kent State,313.22,2019-11-12 22:50:18
986,2019,2006,Akron,312.81,2019-11-12 22:50:18
987,2019,324,Coastal Carolina,305.73,2019-11-12 22:50:18
988,2019,2084,Buffalo,284.74,2019-11-12 22:50:18
989,2019,166,New Mexico State,269.79,2019-11-12 22:50:18
990,2019,349,Army,265.19,2019-11-12 22:50:18
991,2019,2534,Sam Houston State,184.58,2019-11-12 22:50:18
992,2019,2545,Southeastern Louisiana,178.38,2019-11-12 22:50:18
993,2019,2447,Nicholls,155.75,2019-11-12 22:50:18
994,2019,236,Chattanooga,155.43,2019-11-12 22:50:18
995,2019,2335,Liberty,153.48,2019-11-12 22:50:18
996,2019,2005,Air Force,151.86,2019-11-12 22:50:18
997,2019,2011,Alabama State,136.54,2019-11-12 22:50:18
998,2019,119,Towson,135.03,2019-11-12 22:50:18
999,2019,2184,Duquesne,129.11,2019-11-12 22:50:18
1000,2019,147,Montana State,120.95,2019-11-12 22:50:18
1001,2019,2287,Illinois State,119.34,2019-11-12 22:50:18
1002,2019,256,James Madison,110.76,2019-11-12 22:50:18
1003,2019,55,Jacksonville State,108.58,2019-11-12 22:50:18
1004,2019,2261,Hampton,104.67,2019-11-12 22:50:18
1005,2019,2535,Samford,97.76,2019-11-12 22:50:18
1006,2019,2097,Campbell,96.7,2019-11-12 22:50:18
1007,2019,93,Murray State,96.0,2019-11-12 22:50:18
1008,2019,257,Richmond,95.66,2019-11-12 22:50:18
1009,2019,2630,UT Martin,93.72,2019-11-12 22:50:18
1010,2019,2634,Tennessee State,92.64,2019-11-12 22:50:18
1011,2019,2617,Stephen F. Austin,91.75,2019-11-12 22:50:18
1012,2019,70,Idaho,87.17,2019-11-12 22:50:18
1013,2019,338,Kennesaw State,86.45,2019-11-12 22:50:18
1014,2019,2377,McNeese,86.21,2019-11-12 22:50:18
1015,2019,2198,Eastern Kentucky,86.14,2019-11-12 22:50:18
1016,2019,2546,Southeast Missouri State,83.35,2019-11-12 22:50:18
1017,2019,48,Delaware,77.11,2019-11-12 22:50:18
1018,2019,2710,Western Illinois,70.98,2019-11-12 22:50:18
1019,2019,2729,William & Mary,70.28,2019-11-12 22:50:18
1020,2019,79,Southern Illinois,69.8,2019-11-12 22:50:18
1021,2019,2448,North Carolina A&T,69.44,2019-11-12 22:50:18
1022,2019,50,Florida A&M,69.36,2019-11-12 22:50:18
1023,2019,2754,Youngstown State,67.72,2019-11-12 22:50:18
1024,2019,2466,Northwestern State,67.5,2019-11-12 22:50:18
1025,2019,2755,Grambling,67.45,2019-11-12 22:50:18
1026,2019,2619,Stony Brook,66.41,2019-11-12 22:50:18
1027,2019,149,Montana,65.83,2019-11-12 22:50:18
1028,2019,2193,East Tennessee State,61.69,2019-11-12 22:50:18
1029,2019,2065,Bethune-Cookman,60.9,2019-11-12 22:50:18
1030,2019,2046,Austin Peay,58.68,2019-11-12 22:50:18
1031,2019,2692,Weber State,53.55,2019-11-12 22:50:18
1032,2019,2450,Norfolk State,52.48,2019-11-12 22:50:18
1033,2019,2582,Southern,52.19,2019-11-12 22:50:18
1034,2019,2449,North Dakota State,50.79,2019-11-12 22:50:18
1035,2019,2916,Incarnate Word,47.36,2019-11-12 22:50:18
1036,2019,2000,Abilene Christian,46.84,2019-11-12 22:50:18
1037,2019,2623,Missouri State,44.24,2019-11-12 22:50:18
1038,2019,2296,Jackson State,44.19,2019-11-12 22:50:18
1039,2019,2453,North Alabama,43.9,2019-11-12 22:50:18
1040,2019,2428,North Carolina Central,43.62,2019-11-12 22:50:18
1041,2019,233,South Dakota,42.81,2019-11-12 22:50:18
1042,2019,2504,Prairie View,42.01,2019-11-12 22:50:18
1043,2019,2320,Lamar,41.39,2019-11-12 22:50:18
1044,2019,2635,Tennessee Tech,41.07,2019-11-12 22:50:18
1045,2019,399,Albany,40.43,2019-11-12 22:50:18
1046,2019,2640,Texas Southern,40.03,2019-11-12 22:50:18
1047,2019,304,Idaho State,39.63,2019-11-12 22:50:18
1048,2019,2110,Central Arkansas,38.51,2019-11-12 22:50:18
1049,2019,2230,Fordham,38.15,2019-11-12 22:50:18
1050,2019,2460,Northern Iowa,37.29,2019-11-12 22:50:18
1051,2019,253,Southern Utah,35.09,2019-11-12 22:50:18
1052,2019,2464,Northern Arizona,35.0,2019-11-12 22:50:18
1053,2019,2569,South Carolina State,32.5,2019-11-12 22:50:18
1054,2019,2127,Charleston Southern,32.36,2019-11-12 22:50:18
1055,2019,2502,Portland State,30.88,2019-11-12 22:50:18
1056,2019,311,Maine,30.23,2019-11-12 22:50:18
1057,2019,2016,Alcorn State,29.54,2019-11-12 22:50:18
1058,2019,2029,Arkansas-Pine Bluff,29.07,2019-11-12 22:50:18
1059,2019,13,Cal Poly,28.91,2019-11-12 22:50:18
1060,2019,163,Princeton,27.29,2019-11-12 22:50:18
1061,2019,2523,Robert Morris,26.82,2019-11-12 22:50:18
1062,2019,2277,Houston Baptist,26.8,2019-11-12 22:50:18
1063,2019,2197,Eastern Illinois,24.67,2019-11-12 22:50:18
1064,2019,282,Indiana State,24.51,2019-11-12 22:50:18
1065,2019,231,Furman,24.31,2019-11-12 22:50:18
1066,2019,2415,Morgan State,23.32,2019-11-12 22:50:18
1067,2019,2210,Elon,18.77,2019-11-12 22:50:18
1068,2019,16,Sacramento State,18.35,2019-11-12 22:50:18
1069,2019,2681,Wagner,17.91,2019-11-12 22:50:18
1070,2019,294,Jacksonville,17.49,2019-11-12 22:50:18
1071,2019,2571,South Dakota State,17.26,2019-11-12 22:50:18
1072,2019,2405,Monmouth,15.76,2019-11-12 22:50:18
1073,2019,227,Rhode Island,15.55,2019-11-12 22:50:18
1074,2019,2169,Delaware State,15.41,2019-11-12 22:50:18
1075,2019,2529,Sacred Heart,15.08,2019-11-12 22:50:18
1076,2019,331,Eastern Washington,14.8,2019-11-12 22:50:18
1077,2019,2241,Gardner-Webb,14.72,2019-11-12 22:50:18
1078,2019,2329,Lehigh,13.9,2019-11-12 22:50:18
1079,2019,2010,Alabama A&M,13.54,2019-11-12 22:50:18
1080,2019,2458,Northern Colorado,13.41,2019-11-12 22:50:18
1081,2019,155,North Dakota,13.24,2019-11-12 22:50:18
1082,2019,2598,St Francis (PA),13.03,2019-11-12 22:50:18
1083,2019,2382,Mercer,12.14,2019-11-12 22:50:18
1084,2019,2086,Butler,11.61,2019-11-12 22:50:18
1085,2019,2181,Drake,11.1,2019-11-12 22:50:18
1086,2019,225,Brown,9.44,2019-11-12 22:50:18
1087,2019,2115,Central Connecticut,8.93,2019-11-12 22:50:18
1088,2019,2717,Western Carolina,8.58,2019-11-12 22:50:18
1089,2019,2747,Wofford,7.83,2019-11-12 22:50:18
1090,2019,107,Holy Cross,7.31,2019-11-12 22:50:18
1091,2019,2400,Mississippi Valley State,6.66,2019-11-12 22:50:18
1092,2019,46,Georgetown,6.66,2019-11-12 22:50:18
1093,2019,2803,Bryant,6.3,2019-11-12 22:50:18
